"CTR","titleWords","adWords","depth","position","advCTR","advCTRInPos","queryCTR","queryCTRInPos","gender","age"
0,6,23,2,1,0.0285,0.0337,0.0278,0.0331,"unknown","unknown"
0.3008,6,22,3,1,0.1051,0.1208,0.1234,0.2702,"unknown","unknown"
0.0297,8,24,1,1,0.0273,0.0356,0.0251,0.0238,"female","19-24"
0.0157,6,21,2,2,0.0453,0.0363,0.0233,0.0204,"unknown","unknown"
0.1167,8,31,1,1,0.0251,0.0365,0.0557,0.0947,"unknown","unknown"
0.0353,13,26,3,2,0.0359,0.0294,0.0331,0.0259,"unknown","unknown"
0.1143,9,22,2,2,0.0285,0.0236,0.0907,0.0684,"unknown","unknown"
0.5195,5,21,1,1,0.1683,0.1702,0,0,"male","25-30"
0.1105,8,24,2,1,0.0478,0.09,0.0218,0.0235,"female","19-24"
0.0081,16,23,2,2,0.0232,0.0133,0.1363,0.0108,"unknown","unknown"
0.1808,8,30,2,1,0.0572,0.0818,0.041,0.0624,"unknown","unknown"
0.0182,4,16,1,1,0.0262,0.0373,0.0031,0,"male","19-24"
0.0283,11,26,3,2,0.0678,0.054,0.0226,0.0098,"unknown","unknown"
0,5,20,2,1,0.0303,0.0348,0.0103,0.0155,"male","31-40"
0.0092,8,23,2,2,0.0426,0.0309,0.0417,0.0361,"unknown","unknown"
0,6,24,3,1,0.0161,0.0256,0.0231,0.0385,"unknown","unknown"
0.0126,5,24,2,2,0.0186,0.0168,0.0118,0.0072,"unknown","unknown"
0.0575,11,30,3,1,0.0335,0.0395,0.0199,0.0336,"unknown","unknown"
0,7,17,3,3,0.0344,0.01,0.028,0,"unknown","unknown"
0.0545,13,24,2,1,0.0493,0.0553,0.0183,0.0119,"male","31-40"
0.1074,11,26,1,1,0.0544,0.0581,0.0061,0.0105,"female","0-12"
0.0189,3,20,1,1,0.0364,0.0416,0.0679,0.0679,"female","19-24"
0.3557,6,19,2,1,0.0753,0.1138,0.007,0.024,"unknown","unknown"
0.0265,9,24,1,1,0.0177,0.0269,0.0301,0.0366,"unknown","unknown"
0.0862,8,30,2,1,0.0572,0.0817,0.0315,0.0542,"unknown","unknown"
0.1316,12,23,2,1,0.0343,0.0454,0.0589,0.0424,"unknown","unknown"
0.0446,6,23,2,1,0.0544,0.0693,0.0441,0.0646,"unknown","unknown"
0.0192,10,26,3,2,0.0343,0.0216,0.0383,0.0293,"unknown","unknown"
0.0076,10,25,2,1,0.0219,0.0266,0.008,0.0124,"unknown","unknown"
0.0533,3,19,2,1,0.016,0.018,0.0385,0.0679,"male","13-18"
0.0392,9,20,2,2,0.0426,0.0309,0.0184,0.0158,"male","13-18"
0.0943,11,31,2,2,0.0998,0.0862,0.0963,0.0752,"unknown","unknown"
0.0529,15,31,3,1,0.0983,0.1062,0.1124,0.1792,"unknown","unknown"
0.165,4,16,2,1,0.0209,0.0328,0.2293,0.3344,"unknown","unknown"
0.1273,16,27,2,1,0.0506,0.0621,0.0127,0,"male","19-24"
0.0056,6,15,2,2,0.0273,0.0221,0.0063,7e-04,"unknown","unknown"
0.0536,7,21,2,1,0.0344,0.0456,0.0317,0.0509,"female","25-30"
0.066,5,15,2,1,0.016,0.0179,0.0937,0.1139,"male","19-24"
0.0312,11,18,2,2,0.1863,0.1192,0.0951,0.0575,"unknown","unknown"
0.0248,13,24,2,2,0.0227,0.0224,0.0145,0.0101,"male","19-24"
0.0101,11,25,1,1,0.0494,0.0554,0.0206,0.0275,"unknown","unknown"
0,13,15,2,2,0.022,0.0164,0.0403,0.038,"unknown","unknown"
0.0121,14,25,1,1,0.0144,0.029,0.0232,0.0562,"male","13-18"
0.0326,7,22,1,1,0.0426,0.0491,0.0233,0.0325,"male","19-24"
0.0841,4,25,2,2,0.1055,0.0865,0.092,0.0631,"female","25-30"
0,8,23,3,1,0.0264,0.0433,0.0041,0.0072,"unknown","unknown"
0.0286,7,19,2,2,0.024,0.019,0.0546,0.0456,"unknown","unknown"
0.0124,12,23,2,1,0.0494,0.0554,0.0111,0.0124,"female","25-30"
0.098,5,23,2,1,0.0284,0.0337,0.0171,0.0857,"male","25-30"
0.0836,7,16,1,1,0.0693,0.0744,0.0187,0.0455,"male","19-24"
0.0175,7,25,2,1,0.0426,0.0491,0.0086,0.021,"male","19-24"
0.0476,10,22,3,2,0.0343,0.026,0.0481,0.044,"unknown","unknown"
0.0417,10,21,1,1,0.0494,0.0554,0.0274,0.0315,"female","25-30"
0.0039,6,13,1,1,0.0336,0.0447,0.0078,0.008,"male","13-18"
0.0614,12,12,1,1,0.0408,0.0452,0.0107,0.0129,"female","19-24"
0.0052,5,22,1,1,0.0236,0.0247,0.0032,0.0038,"male","13-18"
0.0426,6,17,1,1,0.0273,0.0356,0.0301,0.0332,"male","13-18"
0.035,4,13,1,1,0.0284,0.0337,0.0778,0.0919,"male","19-24"
0,6,14,1,1,0.0273,0.0356,0.0021,0.0026,"male","25-30"
0.2567,9,23,2,1,0.1413,0.1714,0.0479,0.0559,"female","19-24"
0.053,7,15,2,2,0.0273,0.0221,0.0182,0.0139,"unknown","unknown"
0.0381,7,21,2,1,0.055,0.0652,0.0128,0.0231,"male","25-30"
0.0536,12,17,1,1,0.0454,0.0552,0.0189,0.025,"male","19-24"
0.0072,6,14,2,2,0.0273,0.0221,0.0281,0.0193,"unknown","unknown"
0.0333,4,13,2,2,0.0284,0.0189,0.0131,0.0079,"unknown","unknown"
0.0865,10,18,2,1,0.1036,0.1376,0.0626,0.0989,"female","25-30"
0.1124,7,24,2,1,0.0304,0.0388,0.0241,0.0366,"female","19-24"
0.042,10,22,2,2,0.0958,0.0522,0.0779,0.0634,"unknown","unknown"
0.0656,11,26,2,2,0.0945,0.0501,0.088,0.0696,"female","19-24"
0.1378,14,22,1,1,0.0145,0.0241,0.0818,0.1538,"unknown","unknown"
0,7,23,2,2,0.0272,0.0226,0.0174,0.011,"unknown","unknown"
0.042,6,20,2,2,0.025,0.0215,0.0291,0.0273,"unknown","unknown"
0.0265,8,24,1,1,0.0057,0.0067,0.0113,0.0125,"male","13-18"
0.0631,6,16,1,1,0.0336,0.0417,0.0059,0.0058,"unknown","unknown"
0.044,5,25,2,2,0.0113,0.0112,0.021,0.0181,"unknown","unknown"
0.1701,11,25,2,1,0.0507,0.0465,0.0757,0.08,"male","25-30"
0.0476,5,22,2,2,0.1089,0.0489,0.0512,0.0081,"unknown","unknown"
0.118,10,13,2,1,0.026,0.0357,0.0293,0.0418,"unknown","unknown"
0.0472,10,21,2,1,0.04,0.0496,0.0301,0.0363,"unknown","unknown"
0.031,16,26,1,1,0.0442,0.0487,0.044,0.0546,"female","19-24"
0.0154,13,23,2,2,0.022,0.0137,0.1163,0.0185,"female","31-40"
0.0794,8,22,3,3,0.0336,0.0159,0.1466,0.1131,"unknown","unknown"
0.0121,8,19,1,1,0.0266,0.0367,0.0217,0.0327,"unknown","unknown"
0.2358,9,24,2,1,0.0617,0.0684,0.1399,0.1969,"unknown","unknown"
0.0476,7,23,1,1,0.0426,0.0491,0.0316,0.0441,"male","31-40"
0.1322,9,23,2,2,0.142,0.1013,0.0785,0.0721,"male","25-30"
0,9,23,1,1,0.0161,0.0175,0.0284,0.0382,"female","25-30"
0.0278,6,16,1,1,0.0284,0.0337,0.0257,0.035,"unknown","unknown"
0.049,4,13,3,1,0.0284,0.0337,0.026,0.0348,"unknown","unknown"
0,6,14,2,2,0.0273,0.0221,0.0187,0.0115,"male","31-40"
0.0547,4,19,2,1,0.0602,0.0631,0.0438,0.051,"male","19-24"
0.1336,7,22,2,1,0.0231,0.0241,0.0664,0.0953,"male","19-24"
0.0148,7,18,2,2,0.0257,0.0259,0.0418,0.0395,"unknown","unknown"
0.0227,10,18,2,1,0.0255,0.0285,0.0174,0.0194,"unknown","unknown"
0.0032,6,18,1,1,0.025,0.0303,0.0176,0.0172,"unknown","unknown"
0.3787,9,23,2,1,0.194,0.2039,0.1132,0.147,"male","31-40"
0.2793,5,7,2,2,0.1032,0.1097,0.1167,0.1425,"female","31-40"
0.006,6,22,2,2,0.0426,0.0309,0.0063,0,"unknown","unknown"
0.0037,9,25,2,2,0.0426,0.0309,0.0104,0.0063,"unknown","unknown"
0.0201,6,24,1,1,0.0284,0.0337,0.0241,0.028,"unknown","unknown"
0.0038,8,24,2,2,0.0426,0.0309,0.0443,0.0204,"unknown","unknown"
0.0315,13,28,1,1,0.0129,0.0143,0.0204,0.0267,"unknown","unknown"
0.0074,12,25,1,1,0.0211,0.024,0.0053,0.0059,"female","19-24"
0.1217,9,23,2,1,0.1962,0.202,0.1092,0.1635,"female","31-40"
0,14,26,1,1,0.0132,0.0133,0.0436,0.0477,"male","25-30"
0,12,20,2,2,0.025,0.0129,0.2162,0.0269,"unknown","unknown"
0.0719,10,20,1,1,0.046,0.063,0.0152,0.0178,"female","19-24"
0.0039,11,22,2,2,0.0161,0.0146,0.0161,0,"female","25-30"
0.0248,6,14,1,1,0.0273,0.0356,0.0476,0.0523,"female","19-24"
0.0305,6,17,2,1,0.0284,0.0337,0.0252,0.0398,"male","19-24"
0.0114,10,23,1,1,0.0317,0.0384,0.0154,0.0268,"unknown","unknown"
0.0244,9,22,2,2,0.0284,0.0189,0.0253,0.0239,"male","19-24"
0,5,10,2,2,0.0197,0.0135,0.0187,0.0058,"unknown","unknown"
0.007,7,19,2,2,0.024,0.0232,0.0279,0.0095,"unknown","unknown"
0,10,25,2,1,0.0095,0.013,0.0043,0.0049,"unknown","unknown"
0.0123,3,25,1,1,0.016,0.018,0.0079,0.0146,"female","19-24"
0.0323,4,18,1,1,0.1733,0.1751,0.0202,0.0342,"unknown","unknown"
0.0245,6,19,2,2,0.024,0.019,0.0298,0.0238,"female","19-24"
0.0325,8,13,2,2,0.0318,0.0326,0.0491,0.0623,"unknown","unknown"
0.0543,5,22,1,1,0.023,0.0239,0.0208,0.0215,"male","25-30"
0.004,11,22,2,1,0,0,0.0191,0.0251,"unknown","unknown"
0.0738,13,24,2,1,0.0494,0.0553,0.0188,0.0329,"female","25-30"
0.0064,3,13,2,1,0.0161,0.018,0.0537,0.0801,"female","25-30"
0.0462,16,29,3,1,0.0381,0.0417,0.0803,0.1619,"unknown","unknown"
0.0127,8,15,2,1,0.0261,0.0344,0.0813,0.1216,"male","19-24"
0.0847,9,25,1,1,0.05,0.0651,0.0837,0.0838,"unknown","unknown"
0.0222,9,25,2,2,0.0344,0.026,0.0629,0.0345,"female","19-24"
0.0281,8,24,1,1,0.0427,0.0492,0.0099,0.0173,"female","19-24"
0.0175,5,14,3,1,0.0284,0.0337,0.0313,0.0406,"unknown","unknown"
0.0583,6,16,1,1,0.0284,0.0337,0.0746,0.0965,"female","25-30"
0.0682,10,26,1,1,0.0267,0.028,0.0216,0.0223,"male","13-18"
0.0234,10,23,2,2,0.1424,0.1015,0.0695,0.052,"unknown","unknown"
0.0161,13,30,2,2,0.0354,0.0194,0.0577,0.0335,"unknown","unknown"
0.0542,7,25,2,1,0.0215,0.0234,0.0134,0.0168,"unknown","unknown"
0.0133,8,25,1,1,0.0426,0.0491,0.0065,0.0071,"male","13-18"
0.0381,6,22,1,1,0.1744,0.1763,0.0115,0.0136,"unknown","unknown"
0.1272,4,18,1,1,0.1728,0.1747,0.0078,0.0065,"female","13-18"
0.1939,4,20,1,1,0.1716,0.1735,0,0,"female","19-24"
0,13,22,1,1,0.0348,0.044,0.0099,0.0112,"female","19-24"
0.0833,7,26,2,1,0.0471,0.0522,0.0482,0.065,"unknown","unknown"
0.0288,10,33,2,1,0.0336,0.0476,0.0158,0.0266,"unknown","unknown"
0.0571,6,20,2,2,0.0344,0.0259,0.0669,0.0595,"unknown","unknown"
0,5,19,2,2,0.0344,0.0261,0.0278,0.0284,"female","13-18"
0.0185,10,15,2,1,0.0623,0.0684,0.0218,0.0256,"unknown","unknown"
0,10,29,2,2,0.1078,0.0159,0.0171,0.0144,"unknown","unknown"
0.0053,11,21,1,1,0.0202,0.0248,0.0563,0.0606,"unknown","unknown"
0.0309,8,19,1,1,0.0051,0.0052,0.0138,0.0203,"male","19-24"
0.068,12,26,2,2,0.0493,0.041,0.0797,0.0515,"male","25-30"
0.1824,13,28,2,1,0.0958,0.107,0.0112,0.0247,"unknown","unknown"
0.0326,8,21,3,1,0.0169,0.0232,0.0374,0.0607,"unknown","unknown"
0.026,12,26,2,2,0.0232,0.0141,0.0469,0.0147,"unknown","unknown"
0,7,21,3,3,0.0337,0.016,0.0437,0.016,"unknown","unknown"
0,5,20,3,2,0.016,0.0098,0.0556,0.0501,"unknown","unknown"
0.0325,7,15,2,2,0.0273,0.0221,0.0716,0.04,"unknown","unknown"
0.0536,8,29,3,1,0.0402,0.0581,0.0205,0.0299,"unknown","unknown"
0.2123,9,23,2,1,0.1418,0.1719,0.0639,0.127,"male","25-30"
0,5,18,2,2,0.0069,0.0055,0.0098,0.0032,"female","25-30"
0.0847,5,23,1,1,0.0284,0.0337,0.0418,0.072,"unknown","unknown"
0.0173,9,24,3,2,0.0185,0.0178,0.0311,0.0235,"unknown","unknown"
0.1341,12,26,2,1,0.0492,0.0551,0.0517,0.1419,"male","19-24"
0.0155,7,15,2,2,0.0273,0.0221,0.0519,0.0274,"female","19-24"
0.1727,6,23,2,2,0.1055,0.0862,0.1529,0.088,"female","19-24"
0.0387,5,14,1,1,0.0284,0.0337,0,0,"male","41+"
0.1633,12,24,2,2,0.0542,0.037,0.0497,0.0837,"unknown","unknown"
0.1826,12,26,2,1,0.0267,0.0316,0.1028,0.1557,"male","13-18"
0,12,20,2,2,0.0364,0.0355,0.015,0.0042,"unknown","unknown"
0.1111,8,23,2,1,0.0426,0.0491,0.0327,0.0441,"unknown","unknown"
0.1136,8,27,2,1,0.0309,0.0326,0.0369,0.0565,"unknown","unknown"
0.0095,7,17,2,1,0.0135,0.014,0.0305,0.0419,"female","31-40"
0.036,7,16,1,1,0.0133,0.0138,0.0181,0.0343,"male","19-24"
0.2034,7,22,2,1,0.0443,0.0924,0.0962,0.1296,"unknown","unknown"
0.0303,8,30,1,1,0.0574,0.0823,0.0078,0.0119,"unknown","0-12"
0.0221,7,22,2,1,0.0211,0.024,0.0262,0.039,"unknown","unknown"
0.1343,7,15,2,2,0.1056,0.0865,0.0734,0.0533,"female","19-24"
0.021,12,21,1,1,0.0455,0.0554,0.0122,0,"male","13-18"
0.1651,9,22,1,1,0.0426,0.049,0.0434,0.0671,"unknown","unknown"
0,4,23,2,1,0.0161,0.018,0.0101,0.0178,"male","25-30"
0.0179,10,23,2,2,0.0426,0.0309,0.0231,0.0172,"unknown","unknown"
0,5,21,3,3,0.024,0.0105,0.0125,0.0046,"unknown","unknown"
0,10,26,3,1,0.0122,0.0161,0.0165,0.0263,"unknown","unknown"
0,11,24,2,2,0.0736,0.0352,0.0038,0.0041,"unknown","unknown"
0.0779,7,21,1,1,0.0426,0.0491,0.0262,0.038,"unknown","unknown"
0.0088,7,20,1,1,0.0296,0.0346,0.008,0.0139,"unknown","unknown"
0,9,22,2,2,0.0045,0.0047,1e-04,1e-04,"unknown","unknown"
0.1022,5,25,2,1,0.0745,0.0779,0.0134,0.0276,"male","13-18"
0,14,30,3,2,0.0241,0.0145,0.0153,0.0178,"unknown","unknown"
0.0179,7,15,2,2,0.0273,0.0221,0.0183,0.0116,"unknown","unknown"
0.1367,9,23,2,1,0.1963,0.2021,0.0961,0.155,"female","31-40"
0.0402,7,17,2,2,0.1729,0.059,0.0092,0.0084,"unknown","unknown"
0.0258,10,25,2,1,0.0386,0.042,0.0092,0,"male","19-24"
0.0278,10,23,1,1,0.0281,0.0321,0.0196,0.026,"male","13-18"
0.0165,6,14,1,1,0.0273,0.0356,0.0057,0.0114,"female","13-18"
0.0577,9,23,2,1,0.0426,0.0491,0.0383,0.0734,"female","19-24"
0.0054,6,21,2,2,0.024,0.019,0.0219,0.0164,"unknown","unknown"
0.1548,10,25,2,1,0.0352,0.0407,0.019,0.052,"male","25-30"
0.0598,11,11,1,1,0.0169,0.0295,0.0262,0.0421,"male","31-40"
0.0448,6,23,2,1,0.1058,0.1217,0.0239,0.0331,"unknown","unknown"
0.0297,12,23,1,1,0.0586,0.061,0.0146,0.0152,"unknown","unknown"
0.0333,16,29,1,1,0.0442,0.0487,0.021,0.026,"female","0-12"
0.0177,8,24,1,1,0.0284,0.0337,0.0164,0.0269,"unknown","unknown"
0.1007,12,26,2,1,0.0493,0.0553,0.0607,0.1196,"male","19-24"
0.1937,11,31,2,1,0.0765,0.085,0.0249,0.1447,"female","31-40"
0,13,20,1,1,0.0319,0.0343,0.0101,0.014,"unknown","unknown"
0,9,23,1,1,0.0249,0.0288,0.0038,0.0385,"female","41+"
0.1982,13,31,2,1,0.0572,0.0817,0.0298,0.0412,"unknown","unknown"
0.008,8,22,1,1,0.0157,0.0187,0.0256,0.0282,"unknown","unknown"
0,11,17,2,2,0.0546,0.0377,0.0627,0.0708,"unknown","unknown"
0.1598,7,24,3,1,0.0426,0.0491,0.0856,0.1356,"unknown","unknown"
0.0254,10,25,2,1,0.0444,0.0534,0.0466,0.071,"unknown","unknown"
0.0198,6,24,3,3,0.0426,0.0161,0.0457,0.0246,"unknown","unknown"
0.0561,10,25,2,1,0.0444,0.0534,0.0523,0.0689,"female","19-24"
0.0193,11,30,1,1,0.0192,0.024,0.0263,0.0288,"unknown","unknown"
0.0354,11,28,2,2,0.0303,0.0168,0.0391,0.029,"unknown","unknown"
0.0673,8,25,1,1,0.0426,0.0491,0.034,0.0591,"unknown","unknown"
0.0826,9,19,2,2,0.0238,0.0236,0.0675,0.0383,"male","19-24"
0.0885,12,24,2,1,0.0544,0.0673,0.0694,0.1014,"unknown","unknown"
0.1991,8,22,2,1,0.0773,0.1016,0.0855,0.0507,"unknown","unknown"
0,5,23,2,2,0.0426,0.0309,0.015,0.0188,"unknown","unknown"
0.4191,6,22,2,1,0.1052,0.121,0.0425,0.063,"female","19-24"
0.0667,8,25,3,1,0.0426,0.0491,0.0214,0.0362,"unknown","unknown"
0.1099,8,27,2,1,0.0239,0.029,0.0945,0.1212,"unknown","unknown"
0.0265,10,27,2,2,0.0426,0.0309,0.0124,0.0119,"unknown","unknown"
0.2422,12,23,2,1,0.0493,0.0552,0.1521,0.193,"female","19-24"
0.0495,11,25,2,1,0.0795,0.0885,0.2659,0.2,"female","25-30"
0.0094,8,21,1,1,0.0426,0.0491,0.007,0.0078,"unknown","unknown"
0.0179,8,24,2,2,0.0155,0.0105,0.0653,0.0499,"unknown","unknown"
0.0099,7,22,2,2,0.0233,0.02,0.0368,0.0142,"unknown","unknown"
0.0807,10,23,2,2,0.0426,0.0308,0.0374,0.0243,"unknown","unknown"
0.033,11,19,2,2,0.0272,0.0265,0.0405,0.0282,"unknown","unknown"
0.0708,8,16,2,2,0.0273,0.022,0.124,0.0889,"unknown","unknown"
0.0172,12,25,2,1,0.012,0.0123,0.0229,0.029,"unknown","unknown"
0.0198,8,21,1,1,0.0426,0.0491,0.0404,0.0451,"female","31-40"
0.0105,12,28,2,2,0.0494,0.0411,0.1102,0.0533,"unknown","unknown"
0.0523,7,22,2,1,0.0211,0.024,0.0321,0.055,"male","19-24"
0.0188,7,20,1,1,0.0055,0.0062,0.0714,0.0721,"male","19-24"
0,5,22,1,1,0.0235,0.0246,0.0038,7e-04,"female","31-40"
0,12,24,2,1,0.0192,0.0244,0.0169,0.0231,"unknown","unknown"
0,14,25,2,2,0.0198,0.0152,0.033,0.027,"unknown","unknown"
0.0374,9,21,2,1,0.0295,0.0355,0.0409,0.0618,"unknown","unknown"
0.0277,6,14,1,1,0.0273,0.0356,0.0352,0.0367,"female","13-18"
0.2698,14,25,2,1,0.0384,0.0609,0.0422,0.0609,"male","19-24"
0.011,8,25,3,2,0.0544,0.0292,0.0499,0.0391,"unknown","unknown"
0.0103,4,19,2,2,0.0284,0.019,0.0452,0.0193,"unknown","unknown"
0.093,7,22,2,1,0.0426,0.0491,0.0426,0.0676,"male","19-24"
0.0864,6,15,1,1,0.1055,0.1215,0.0787,0.18,"unknown","unknown"
0.0274,8,21,1,1,0.0426,0.0491,0.0158,0.0162,"unknown","unknown"
0.0231,5,13,1,1,0.0402,0.0486,0.0168,0.021,"unknown","unknown"
0.0299,7,21,1,1,0.0404,0.0422,0.0159,0.0175,"female","31-40"
0.018,12,27,2,2,0.0142,0.012,0.0332,0.0137,"unknown","unknown"
0.362,14,24,1,1,0.098,0.1592,0,0,"unknown","unknown"
0.016,7,15,1,1,0.0273,0.0356,0.0302,0.0301,"female","19-24"
0,12,14,1,1,0.025,0.0303,0.0038,0.003,"female","25-30"
0.0405,11,25,2,1,0.0231,0.0305,0.0277,0.0402,"unknown","unknown"
0.1342,9,26,2,1,0.0304,0.0388,0.0903,0.1111,"female","19-24"
0.0028,6,21,3,3,0.0164,0.0055,0.0316,0.0064,"unknown","unknown"
0.0041,9,22,2,2,0.0242,0.0223,0.0144,0.0061,"unknown","unknown"
0.0345,8,24,2,1,0.0426,0.0491,0.0391,0.0909,"male","0-12"
0.0513,6,14,1,1,0.0273,0.0356,0.0595,0.0652,"male","13-18"
0.1762,5,25,2,1,0.0719,0.0745,0.0348,0.0755,"male","19-24"
0,8,22,3,1,0.0291,0.0299,0.004,0.0067,"unknown","unknown"
0.0345,5,15,2,1,0.0194,0.0276,0.0098,0.0116,"unknown","unknown"
0.0186,5,13,1,1,0.0402,0.0486,0.0254,0.0304,"male","25-30"
0.099,5,19,3,1,0.0358,0.0496,0.0504,0.0701,"unknown","unknown"
0.1063,7,17,2,1,0.0561,0.0674,0.0435,0.0549,"unknown","unknown"
0.037,10,26,2,2,0.0208,0.0146,0.048,0.0393,"unknown","unknown"
0.1377,10,19,2,1,0.0493,0.0553,0.0647,0.1722,"male","19-24"
0.0103,10,20,1,1,0.0284,0.0337,0.0123,0.034,"female","25-30"
0.0256,9,23,2,2,0.0382,0.0295,0.0154,0.0179,"male","25-30"
0.1825,9,23,2,1,0.1944,0.2042,0.0857,0.1102,"unknown","unknown"
0.0754,16,26,1,1,0.0895,0.0943,0.0027,0,"male","25-30"
0.0319,8,13,2,2,0.0154,0.0138,0.0835,0.0633,"unknown","unknown"
0.0112,9,21,2,2,0.0375,0.0217,0.0316,0.015,"unknown","unknown"
0.013,7,23,3,3,0.0284,0.0106,0.0887,0.0175,"unknown","unknown"
0.0303,3,21,2,1,0.016,0.018,0.0128,0.0244,"male","13-18"
0.0314,8,25,1,1,0.0426,0.0491,0.0029,0.0069,"female","0-12"
0.1113,7,19,2,1,0.0426,0.0491,0.0262,0.0341,"unknown","unknown"
0.0231,10,26,2,2,0.0344,0.0217,0.0205,0.0126,"male","13-18"
0.0752,12,23,2,2,0.0493,0.041,0.1552,0.1065,"female","19-24"
0.1449,5,21,1,1,0.1727,0.1746,0,0,"female","25-30"
0.0974,10,21,1,1,0.0494,0.0553,0.0405,0.052,"female","19-24"
0.0511,7,21,1,1,0.04,0.0418,0.0145,0.0179,"female","19-24"
0.1107,12,20,2,1,0.0581,0.0621,0.0417,0.0711,"unknown","unknown"
0.1281,9,23,3,1,0.1427,0.1731,0.0506,0.0738,"unknown","unknown"
0.1569,9,23,2,1,0.1963,0.2021,0.0707,0.0896,"male","25-30"
0.0607,11,16,1,1,0.062,0.0684,0.0317,0.0205,"male","0-12"
0.0246,3,10,2,2,0.0168,0.0125,0.0363,0.0077,"female","13-18"
0.048,8,25,1,1,0.0426,0.0491,0.0131,0.0444,"unknown","unknown"
0.191,11,28,1,1,0.0355,0.0452,0.0282,0.0343,"male","0-12"
0.0199,14,29,2,1,0.0264,0.0308,0.0281,0.0382,"unknown","unknown"
0.0637,8,24,2,1,0.0426,0.0491,0.0586,0.111,"female","13-18"
0.1,12,20,1,1,0.0542,0.0769,0.1043,0.1519,"female","25-30"
0.0224,14,20,2,2,0.026,0.0262,0.0228,0.0096,"unknown","unknown"
0.2182,7,23,2,1,0.2323,0.2533,0.0389,0.0931,"female","25-30"
0,5,15,1,1,0.0284,0.0337,0.001,0.011,"male","25-30"
0.0186,6,14,1,1,0.0273,0.0356,0.0115,0.0115,"male","31-40"
0,5,18,2,2,0.0284,0.019,0.0526,0,"male","31-40"
0.0094,9,19,2,1,0.0426,0.0491,0.0031,0.015,"male","41+"
0.0815,10,22,2,2,0.0511,0.0689,0.1293,0.0357,"female","31-40"
0.0738,8,22,2,1,0.0211,0.024,0.0477,0.0805,"unknown","unknown"
0.0151,8,21,3,3,0.0308,0.0079,0.0352,0.0172,"unknown","unknown"
0.0536,12,15,1,1,0.2991,0.2947,0.0473,0.0538,"male","19-24"
0.1024,9,29,2,1,0.0344,0.0456,0.0574,0.0799,"female","31-40"
0.0389,12,22,2,2,0.0327,0.0242,0.0278,0.017,"unknown","unknown"
0.0663,6,23,1,1,0.0426,0.0491,0.0143,0.0158,"male","25-30"
0,11,24,2,2,0.0276,0.0129,0.1517,0.0566,"unknown","unknown"
0.1009,8,22,2,1,0.0233,0.0293,0.0699,0.1246,"female","19-24"
0.023,8,23,2,1,0.0249,0.0302,0.0938,0.1667,"unknown","unknown"
0,11,31,3,3,0.0801,0.0114,0.0058,0,"unknown","unknown"
0.0324,7,21,1,1,0.0407,0.0426,0.0074,0.011,"male","31-40"
0.024,8,20,1,1,0.039,0.0428,0.023,0.0257,"female","25-30"
0.0203,12,21,2,2,0.045,0.0396,0.1243,0.0467,"unknown","unknown"
0.0302,14,23,1,1,0.0284,0.0337,0.0145,0.0139,"unknown","unknown"
0.0063,7,15,2,2,0.0097,0.0055,0.0467,0.0357,"unknown","unknown"
0.0132,8,26,2,1,0.0104,0.0131,0.0146,0.0168,"unknown","unknown"
0.0221,10,25,3,1,0.0445,0.0535,0.0829,0.1159,"unknown","unknown"
0.0232,7,20,1,1,0.0426,0.0491,0.0776,0.0789,"unknown","unknown"
0.0503,5,19,2,1,0.0771,0.0789,0.0303,0.0528,"male","13-18"
0.2035,4,25,2,2,0.1055,0.0865,0.0721,0.0271,"female","19-24"
0.044,8,16,1,1,0.0273,0.0356,0.0244,0.0282,"unknown","unknown"
0.0647,13,27,2,1,0.0361,0.0463,0.0152,0.0241,"unknown","unknown"
0.0637,6,14,1,1,0.0273,0.0356,0.0732,0.0776,"male","19-24"
0.0377,12,23,2,2,0.0494,0.041,0.1682,0.0966,"male","19-24"
0.3451,12,23,1,1,0.1693,0.175,0.0138,0.0147,"female","41+"
0.0098,18,33,1,1,0.0265,0.0309,0.018,0.0219,"male","25-30"
0,7,14,3,1,0.01,0.0112,0.0158,0.0258,"unknown","unknown"
0.0532,10,26,1,1,0.0379,0.041,0.1006,0.1062,"female","25-30"
0.0352,3,19,2,1,0.016,0.018,0.0376,0.0669,"unknown","unknown"
0.0602,10,18,2,1,0.0284,0.0337,0.056,0.0686,"unknown","unknown"
0.2696,10,23,2,1,0.1957,0.2015,0.0828,0.1235,"male","31-40"
0.0146,8,23,2,1,0.019,0.0261,0.0102,0.0136,"unknown","unknown"
0,12,26,2,2,0.0344,0.0217,0.0259,0.0119,"male","13-18"
0.0367,13,30,2,1,0.0243,0.0262,0.0221,0.0308,"unknown","unknown"
0.1014,7,19,2,1,0.0194,0.0265,0.0336,0.0436,"unknown","unknown"
0,8,21,2,2,0.0173,0.0136,0.0088,0.0054,"unknown","unknown"
0,10,12,1,1,0.0424,0.0468,0.0174,0.0246,"unknown","unknown"
0.0224,13,25,1,1,0.0191,0.0243,0.0011,0.0021,"female","25-30"
0.0221,10,25,1,1,0.0477,0.0521,0.0073,0.0086,"male","19-24"
0.2409,10,19,2,1,0.0493,0.0553,0.0461,0.0973,"unknown","unknown"
0.0147,7,23,3,1,0.0447,0.0932,0.0419,0.0638,"unknown","unknown"
0.1018,5,23,2,1,0.0284,0.0337,0.0153,0.0847,"female","25-30"
