"Violator","Male","Age","TimeServed","Class","Multiple","InCity"
0,1,43.9,1.42,"E",1,0
0,1,33.2,16.05,"A",1,1
0,1,38,1.71,"E",0,1
0,1,32.6,1.55,"D",0,0
0,1,51,3.77,"E",0,1
0,1,46.6,1.33,"E",0,0
0,1,40.7,1.88,"D",1,0
0,1,29.6,1.38,"E",0,0
0,1,58.6,1.72,"E",0,1
0,0,35.3,1.19,"D",0,0
0,1,24.5,1.13,"E",0,1
0,1,21.2,0.42,"D",1,0
1,1,34.5,12.78,"B",0,1
0,1,34.8,3.81,"B",0,0
0,1,48.6,19.88,"A",1,1
0,1,32.1,1.32,"D",0,0
0,1,43.6,3.56,"D",1,0
0,1,66.4,33.11,"A",0,1
0,1,23.8,0.94,"E",0,1
0,1,39.1,1.33,"D",0,0
0,1,28.8,1.69,"E",1,0
0,1,53.4,19.12,"A",1,1
0,1,45.7,1.12,"E",0,1
1,1,49.7,19.81,"C",0,0
0,1,23.1,1.32,"D",0,0
0,1,49.6,2.18,"D",0,0
0,1,28.9,0.91,"D",0,1
0,1,21,0.95,"E",0,1
0,1,25.3,1.66,"E",0,0
0,1,26.4,1.21,"E",0,0
0,1,52.2,1.15,"E",0,0
0,1,60.9,26.29,"A",1,0
0,1,45.3,0.62,"E",0,0
0,1,40.3,1.07,"E",0,0
0,1,35.1,1.6,"E",0,0
0,1,43.2,3.36,"D",1,1
0,1,24.9,1.02,"E",0,0
0,1,49.6,6.05,"E",0,1
0,1,52.1,31.84,"A",0,1
1,1,33.1,12.51,"C",0,0
0,1,60.6,31.96,"A",1,1
0,1,54.4,0.6,"E",0,0
0,1,67.4,24.65,"A",1,0
0,1,37.7,1.09,"E",0,0
1,1,24.1,1.57,"E",0,0
0,1,65.2,32.93,"A",1,1
0,1,73.9,1.94,"C",0,0
0,1,44.8,0.59,"E",0,0
0,1,44.6,3.05,"B",0,1
0,1,26,2.07,"B",1,1
0,1,37.4,17.92,"B",1,1
0,0,43.4,1.77,"D",0,0
0,1,28,1.03,"E",0,1
0,1,47.1,1.31,"E",0,0
0,1,35.4,16.61,"A",0,0
0,1,31.5,1.44,"E",0,0
0,0,28.3,0.54,"C",1,1
0,1,46.8,1.46,"D",0,0
0,1,71.3,40.03,"A",1,1
0,1,30.4,1.23,"D",0,1
0,1,49.4,6.17,"D",0,1
0,1,22,0.92,"D",0,0
0,0,51.8,3.44,"E",1,0
0,0,25.6,3.42,"C",0,1
0,1,45.3,23.44,"A",1,1
0,1,54.3,1.17,"E",0,1
0,1,60,24.04,"A",1,1
0,1,42.9,1.6,"E",0,0
0,1,41.3,1.08,"B",0,1
0,0,26,1.25,"B",0,1
0,1,60.6,23.55,"B",1,1
0,1,41.8,1.72,"D",0,0
0,1,48.4,25.63,"A",0,1
0,0,42.3,1.03,"E",0,0
0,1,37.5,1.42,"E",1,0
0,1,48.7,20.82,"A",0,1
0,1,58.4,18.78,"D",0,1
1,0,30.1,4.59,"D",1,0
0,1,22.1,1.07,"D",0,0
0,1,34,0.83,"E",0,0
0,0,28.2,1.17,"E",0,0
0,1,23,1.27,"D",0,1
0,1,36.9,1.39,"C",1,1
0,0,32.6,1.19,"D",0,0
0,1,69.8,14.61,"A",0,0
0,0,31.1,3.77,"D",0,0
0,1,23.4,1.75,"B",1,0
0,1,23,1.08,"D",0,0
0,1,54.4,31.13,"A",1,1
0,1,24.5,2.75,"D",0,0
0,1,29.6,0.65,"C",0,1
0,1,36.9,6.38,"C",1,1
0,1,56.8,1.13,"D",1,0
0,1,38.5,1.96,"D",1,0
0,1,21.5,1.19,"D",0,0
0,0,53,2.54,"B",0,1
0,1,29.5,0.92,"E",0,0
0,0,36.7,1.76,"D",0,1
0,1,22.9,2.14,"C",1,0
0,1,51.6,26.06,"A",1,1
0,1,54.3,1.7,"D",0,0
0,1,50.6,1.21,"E",0,1
0,1,39.8,1.22,"E",0,1
0,1,25.3,1.55,"D",0,0
0,1,23.6,1.83,"D",0,0
1,1,30.7,3.29,"D",0,1
0,1,32.4,1.43,"D",1,0
0,1,36.1,1.06,"E",0,0
0,1,42.6,1.14,"E",0,0
0,1,40.2,19.08,"A",0,1
0,1,29,1.71,"D",0,1
0,1,39.5,1.69,"D",0,1
1,1,28.3,2.81,"E",0,0
0,1,42.4,24.86,"A",1,0
0,1,69,36.63,"A",0,1
0,1,46.9,1.44,"D",1,0
0,1,47.3,28.3,"A",1,1
0,1,58.2,18.17,"A",0,0
0,0,51.6,0.69,"E",1,0
1,1,44.5,5.44,"E",0,1
0,1,26.7,0.92,"C",0,1
0,1,42.8,14.06,"B",1,0
1,1,30.1,2.88,"D",0,0
0,1,80.8,24.06,"A",1,0
0,1,64.8,23.64,"A",1,0
0,1,29,0.92,"C",0,0
0,1,63.5,27.87,"B",1,0
0,1,58.9,31.61,"A",1,0
0,1,55.5,37.94,"A",1,1
0,1,36.5,1.46,"E",1,1
0,1,32.4,1.15,"D",0,0
0,1,21.2,1.56,"E",0,0
0,1,51.3,1.06,"E",0,1
0,1,24.6,0.75,"E",0,1
0,1,57.4,25.72,"A",1,1
0,1,70.8,19.29,"B",0,1
0,1,48.9,5.02,"B",0,0
0,1,43.4,2.81,"D",0,0
0,1,42.4,1.06,"E",0,0
0,1,37.2,12.12,"D",0,1
0,1,39.8,2.61,"E",1,0
0,1,63.2,24.71,"A",0,1
0,1,61.1,25.19,"A",0,1
0,1,22.9,1.08,"E",0,0
0,1,46.6,1.09,"D",0,1
0,0,52.4,2.1,"E",1,0
0,1,34.2,5.76,"D",1,0
0,1,23.8,4.48,"D",1,0
0,0,53.3,0.76,"E",0,0
0,1,21.4,1.09,"D",0,0
0,1,48.5,25.85,"B",1,1
0,1,52.2,1.42,"E",0,0
0,1,51,20.32,"B",1,1
0,1,24.4,1.17,"D",1,1
0,1,44,1.68,"E",1,0
0,1,47.7,1.21,"D",0,1
0,1,29.1,8.71,"A",1,0
0,1,30.9,1.68,"D",0,1
0,1,46.3,7.73,"E",0,1
0,1,34.6,9.45,"C",0,0
0,1,23.8,0.59,"C",0,0
0,1,29.7,0.77,"D",0,1
0,1,30.7,3.04,"C",1,1
0,1,32.5,1.42,"D",1,0
0,1,44,1.55,"E",0,1
0,1,57.3,1.17,"D",0,0
0,1,33.4,1.72,"E",0,0
0,1,55.5,9.12,"D",0,0
1,1,29.1,4.77,"D",0,0
0,1,25,1.31,"B",1,1
0,1,23.2,0.94,"D",0,0
0,1,49.7,2.61,"B",0,1
0,0,43.1,1.02,"D",0,0
0,1,31.6,2.38,"B",1,1
0,1,39.3,1.01,"C",0,0
0,1,20.8,0.44,"D",0,0
0,1,20.1,1.27,"B",0,0
0,1,42.8,6.92,"A",0,0
0,0,28.9,1.62,"E",0,0
0,1,55.7,19.21,"C",0,1
0,1,22.3,1.38,"D",0,0
0,1,44,1.48,"E",0,0
0,1,48.6,1.09,"D",0,0
0,1,48.9,9.45,"D",0,0
0,1,66.7,22.27,"A",1,1
0,1,30.3,2.31,"B",0,1
0,1,28.8,1.02,"D",0,1
0,1,32.4,2.08,"B",1,1
0,1,38.4,0.65,"E",0,0
0,0,48.9,6.59,"B",0,1
0,1,29.2,1.1,"E",0,0
0,1,37.9,14.94,"B",1,1
0,0,29.6,0.69,"E",0,0
0,1,24.5,1.94,"A",1,1
0,1,20,2.1,"D",0,0
0,1,26.5,1.09,"D",0,0
0,1,38.1,18.87,"A",0,1
0,1,43.5,3.09,"B",0,1
0,1,54.1,34.08,"A",1,1
0,1,34.7,9.06,"B",1,1
0,1,21.7,2.06,"D",0,0
0,1,58.2,3.88,"C",0,0
0,1,45.9,1.2,"E",0,1
1,1,31.2,5.62,"E",0,0
0,1,47.2,0.23,"D",1,0
0,1,31.3,1.02,"D",0,0
0,1,41.3,23.52,"A",1,1
0,1,54.5,24.65,"A",0,1
0,1,35.6,14.08,"A",1,1
0,0,43.9,2.77,"B",0,0
0,1,29.7,2.65,"D",0,0
0,1,61,37.73,"A",1,1
0,1,37.1,1.08,"D",0,0
0,1,34.9,0.8,"D",0,0
0,1,42.1,1.09,"A",1,1
0,1,43,5.03,"C",1,0
1,1,20,2.65,"E",0,0
0,1,46.1,16.83,"B",1,1
0,1,29.5,2.07,"D",0,1
0,1,65.8,15.94,"A",1,1
0,1,63.1,18.96,"D",1,0
0,0,44,2.42,"D",0,0
1,1,35.7,9.83,"D",1,0
0,1,38,20.11,"A",0,1
0,1,24.4,1.02,"E",1,0
0,1,42.1,22.14,"A",1,0
0,1,19.1,1.29,"D",0,1
0,1,46.8,23.13,"A",1,1
0,1,25.3,1.79,"E",0,0
0,1,38.4,6.65,"B",1,0
0,1,53.9,23.21,"B",1,1
0,1,49.2,25.42,"A",1,1
0,1,35.5,5.42,"B",1,1
0,1,23.8,3.07,"E",1,0
0,1,37.5,18.71,"B",1,1
0,1,46.4,0.64,"E",0,1
0,1,45.1,1.08,"E",0,0
0,0,30.6,3.24,"B",1,1
0,1,49.8,14.54,"B",1,0
0,1,42.5,17.63,"A",0,1
0,1,26.8,2.12,"D",0,0
0,0,30.3,1.16,"C",0,1
0,1,24.9,0.93,"E",0,0
1,1,50,20.04,"C",0,0
0,1,48.8,27.08,"A",0,1
0,1,43.4,14.44,"B",1,1
0,1,31.4,1.08,"E",0,1
0,1,21.1,1.05,"D",0,0
0,1,55,26.19,"A",0,0
0,0,42.1,0.79,"D",0,0
0,1,24.8,2.56,"D",0,0
0,1,46.3,1.52,"E",0,0
0,1,50.4,1.46,"E",0,1
0,1,28.3,0.57,"E",0,0
0,1,49.3,10.26,"D",0,1
0,1,51,11.62,"D",0,1
0,1,19.4,1.12,"D",1,0
0,1,41.1,9.33,"D",1,0
1,1,31.5,2.71,"D",0,0
0,0,24.6,0.82,"E",0,0
0,1,43.3,16.93,"C",1,1
0,1,30.1,0.6,"E",0,1
1,1,32.1,3.54,"E",1,0
0,1,44.4,4.65,"D",0,0
0,1,51.4,2.08,"D",1,0
0,0,36,4.09,"A",1,1
0,1,22.7,1.29,"E",0,0
0,1,41.1,0.69,"C",1,1
0,1,22.3,4.59,"C",1,0
0,1,58.7,1.17,"E",0,0
0,1,46.8,17.35,"B",1,1
0,1,51.7,30.97,"A",1,1
0,1,34.4,5.15,"A",0,0
0,1,50.9,16.71,"B",1,0
0,1,43.1,8.66,"B",1,1
0,0,23.5,0.94,"E",0,0
0,1,32.3,2.73,"D",0,0
1,1,30.3,4.04,"D",0,0
0,1,23.5,1.17,"D",1,0
0,1,25.2,3.3,"D",0,0
0,1,29.3,1.33,"D",0,0
0,1,56.8,2.04,"D",0,1
0,1,26,2.08,"D",0,0
0,1,38.1,1.87,"E",0,0
0,1,39.4,0.92,"E",1,0
0,1,34.2,2.67,"B",1,1
1,1,45.3,11.34,"E",0,0
0,1,50.2,1.3,"D",0,0
0,1,23,1.18,"D",0,1
0,1,34.6,0.95,"E",0,0
0,1,72,20.48,"B",1,0
0,1,52.7,1.27,"D",0,1
0,1,45.3,19.23,"A",0,1
0,0,26.7,5.83,"B",0,0
0,1,63.8,18.69,"A",0,0
0,1,22.6,1.85,"E",0,1
0,1,49.9,25.08,"A",0,1
0,1,37.6,2.48,"D",1,1
0,1,27.5,2.02,"B",0,0
0,1,69.5,16.14,"B",1,1
0,1,23.3,1.68,"D",1,0
0,1,31.9,1.16,"E",0,0
0,0,46.4,1.09,"E",0,0
0,1,66.1,0.71,"C",1,0
0,0,26.9,6.42,"C",0,0
0,1,42.1,0.88,"B",1,1
0,1,58,34.14,"A",0,1
0,1,50.4,3.7,"D",0,1
0,0,29.9,0.82,"C",0,1
0,1,30.2,5.16,"C",1,0
0,1,54.5,1.04,"C",0,1
0,1,44.4,13.96,"B",1,0
0,1,34.4,0.75,"E",0,0
0,0,38.1,1.09,"D",1,0
0,1,53.3,1.1,"E",0,0
1,1,54.3,19.67,"D",0,1
0,1,39.4,16.25,"B",1,1
0,1,23.7,0.59,"D",1,0
0,1,23.4,1.19,"E",0,1
0,1,28.4,0.57,"D",1,0
0,1,25.6,2.17,"B",1,1
0,1,38.6,3.36,"C",1,0
0,1,23.4,1.28,"D",0,0
0,1,72.3,33.64,"B",1,0
1,1,28.9,7.94,"D",1,0
0,1,32.4,1.23,"B",0,1
0,1,18.4,0.34,"E",1,0
0,1,45.3,26.06,"A",0,1
0,0,39,0.27,"B",1,1
0,1,44.1,19.96,"A",1,1
0,1,44.5,1.71,"E",0,0
0,0,32.2,0.93,"E",0,1
0,1,49.8,23.69,"C",1,1
0,1,37,1.25,"E",0,1
0,1,31.9,1.14,"B",1,1
0,1,33.8,1.82,"D",0,0
0,1,25.9,1.2,"D",1,0
0,0,26.9,4.93,"C",1,1
0,0,28.2,0.68,"E",0,0
0,1,37.6,1.02,"B",1,1
0,1,59.8,1.65,"E",0,0
0,1,49.1,5.96,"D",1,1
0,0,48.1,0.61,"E",0,1
0,1,51.7,20.11,"B",1,1
0,1,34.7,0.79,"C",0,1
0,1,64.8,0.59,"B",1,0
0,1,27.6,1.08,"D",0,0
0,1,36.9,1.65,"D",0,0
0,1,49.5,1.17,"E",1,0
0,1,46,19.63,"A",1,1
0,1,26.6,0.56,"D",1,0
1,1,43.8,19.64,"B",1,0
0,1,67,1.25,"B",1,1
0,1,36.8,14.21,"B",1,1
0,1,58.8,1.33,"D",1,0
0,1,40.1,1.05,"D",0,1
0,0,29.5,1.19,"E",0,0
0,1,36.6,14.71,"A",1,1
0,1,63.8,2.85,"D",1,0
0,1,28.8,2.31,"C",1,1
0,1,49.8,2.21,"D",0,0
0,0,27.3,0.82,"E",0,0
0,1,51.3,27.63,"A",1,1
0,1,23.9,0.8,"E",0,0
1,1,56.1,21.28,"B",0,1
0,1,54.9,36.54,"A",0,1
0,1,19.4,0.78,"D",1,0
0,1,28.1,2.72,"B",0,0
0,1,51,1.6,"E",0,0
0,1,27.5,0.44,"E",0,0
0,1,82.9,34.37,"A",1,1
0,1,49.5,1.42,"E",0,0
0,0,54.7,0.85,"C",0,0
0,1,48.2,1.64,"E",0,0
0,1,64.4,1.07,"C",1,1
0,1,29.6,2.09,"D",0,0
0,1,46.4,1.23,"E",0,0
0,1,34.6,15.81,"B",0,0
0,1,48.4,1.92,"D",0,1
1,1,48.9,18.8,"B",1,0
0,1,50.1,2.87,"D",0,1
0,1,52.7,2.18,"E",1,0
0,1,64,3.15,"D",1,1
0,1,25.7,1.48,"D",0,0
0,1,44.5,1.42,"D",1,0
1,1,65.9,24.71,"B",0,1
0,1,51.7,15.79,"D",1,1
0,1,29.6,1.67,"D",0,1
0,1,47.8,16.88,"C",0,0
0,1,63.6,18.29,"A",1,1
0,1,42.9,1.82,"D",1,0
0,1,56.1,1.83,"D",1,0
0,0,27.5,1.75,"D",1,0
0,1,21.4,2.13,"D",0,0
0,1,50.6,2.3,"C",0,0
0,0,52.9,0.42,"E",0,0
0,1,34.6,15.31,"B",0,1
0,1,40.6,2.55,"E",0,1
0,1,30.2,1.87,"B",0,1
0,1,42.7,1.75,"E",0,1
0,1,23.6,1.07,"D",0,0
0,1,48.5,1.52,"D",0,0
0,1,25.5,3.75,"D",0,0
0,1,25.3,1.95,"D",0,1
0,1,50.8,32.94,"A",1,1
0,1,34,1.97,"B",0,1
0,1,37.4,2.87,"D",0,1
1,1,43.5,8.04,"C",1,0
0,1,27.1,1.73,"E",0,1
0,1,45.1,1.52,"E",0,0
0,1,55.7,0.87,"D",0,0
0,1,50.7,0.54,"D",0,0
0,1,43.3,24.85,"A",0,1
0,1,34.8,1.55,"D",0,0
0,1,39.1,1.85,"E",0,0
0,1,51.1,13.05,"A",1,1
0,1,49.2,1.57,"E",0,1
0,1,58,1.51,"C",1,0
0,1,54,1.1,"D",0,1
0,1,58.4,31.19,"A",1,1
0,1,47.5,2.08,"E",0,0
0,1,25.1,3.15,"C",1,1
0,1,53.1,0.75,"C",0,0
0,1,31.7,13.72,"A",0,1
0,1,42.3,24.34,"A",0,1
0,1,20.5,2.04,"E",1,0
0,1,36.8,2.93,"C",0,0
0,1,59.1,1.08,"E",0,1
0,1,28.1,2.69,"D",1,0
0,1,36.6,0.58,"D",0,0
0,1,27.4,1.3,"D",0,0
0,1,42.5,1.84,"E",0,0
0,1,34,2.25,"E",1,0
0,1,43.7,1.39,"E",0,0
0,1,39.4,1.42,"E",0,0
0,1,50.5,1.08,"E",0,0
0,1,24.7,1.21,"E",1,0
0,0,49,13.09,"A",0,1
0,0,47.8,14.09,"C",0,1
0,1,48.6,2.11,"D",0,0
0,0,32.4,4.54,"D",1,0
0,1,54.7,31.81,"A",1,1
0,1,22.6,1.46,"E",0,0
0,1,24.1,0.75,"D",0,1
0,1,40.1,5.21,"B",0,0
1,1,38.9,3.75,"D",0,1
0,1,44,1.82,"B",1,1
0,1,52,33.21,"A",0,0
0,1,34.6,1.22,"E",0,0
0,1,30.2,1.62,"E",0,0
0,0,32.2,0.25,"D",1,1
0,1,36.8,0.67,"E",0,0
1,1,24.3,2.04,"D",0,0
0,0,63.7,0.74,"E",1,0
0,1,29.1,2.32,"E",1,0
0,0,33.9,0.54,"C",0,0
0,1,45.5,2.25,"D",0,0
0,1,43,21.92,"A",1,1
0,1,23.5,1.24,"E",0,0
0,1,47.7,0.79,"D",0,0
0,0,25.9,1.1,"E",0,0
0,1,82.1,4.13,"E",0,0
0,1,37.2,1.76,"B",1,1
1,1,29.1,8.29,"C",0,0
0,1,40.1,7.36,"C",1,0
0,1,46.3,28.79,"A",1,1
0,1,58.6,0.62,"E",0,0
0,1,51.8,28.76,"A",1,1
0,1,26.5,0.93,"E",0,0
0,1,60.8,1.17,"E",0,0
0,1,47.6,13.63,"B",1,1
0,1,46.1,1.24,"D",1,1
0,1,50.4,3.46,"B",1,0
0,1,23.8,3.71,"D",1,0
0,1,42.6,0.94,"D",0,0
0,1,61.8,29.46,"B",1,1
0,1,49.5,1.62,"E",0,0
0,1,36,8.64,"D",0,1
0,0,65,19.25,"A",0,1
0,1,56.9,0.87,"E",0,0
0,1,49.6,1.21,"E",0,1
1,0,49.1,4.25,"C",1,0
0,1,20.8,1.11,"D",1,0
0,1,28.3,2.19,"B",1,1
0,0,39.8,1.35,"E",0,0
0,1,28.3,1.86,"E",1,0
1,1,39.1,3.35,"E",0,0
0,1,55.5,0.63,"E",0,0
0,1,69.9,14.55,"A",0,1
0,0,46,0.82,"D",0,0
0,1,33.2,0.23,"E",1,0
0,1,26.6,1.48,"D",0,1
0,1,21.5,4.31,"C",1,0
0,1,43.1,2.21,"D",0,0
0,1,63.9,27.21,"A",0,1
0,1,42.2,1.94,"D",1,0
0,1,48.7,1.21,"E",0,0
0,1,48.1,6.27,"D",0,1
0,1,24,1.14,"D",0,1
0,1,21.5,0.29,"D",0,0
0,1,40.7,1.32,"D",1,0
0,1,58.2,0.82,"D",0,1
0,1,34.3,1.85,"E",0,0
0,0,36.4,1.54,"E",0,0
0,1,39.4,2.6,"E",0,0
0,1,25.2,1.96,"D",0,0
0,1,50.3,19.42,"B",0,1
0,1,37.4,0.62,"B",0,1
0,1,62.2,1.26,"E",0,0
0,0,31.2,1.42,"E",0,1
0,1,22,1.02,"D",1,1
0,1,52.3,1.68,"D",1,1
1,1,24,6.06,"D",0,0
0,1,24.9,1.81,"D",0,1
0,1,53.8,24.59,"A",0,1
0,1,41.1,1.17,"E",0,0
0,1,24.3,1.26,"E",1,1
0,0,30.3,0.84,"E",0,0
0,1,57.5,21.14,"A",1,0
0,1,23.1,0.73,"E",0,0
0,1,71.2,6.04,"D",0,0
0,1,33.5,0.65,"E",0,1
0,0,46.3,0.94,"E",0,0
0,1,40.8,13.53,"A",0,1
0,1,40.7,23.7,"A",1,0
0,1,25.8,2.18,"D",1,1
0,1,42.4,1.42,"E",0,0
0,1,40.3,0.59,"B",0,1
0,1,44.4,1.46,"B",0,1
0,1,42.8,3.46,"D",0,0
0,1,41.9,1.23,"D",0,0
0,1,45.7,1.67,"D",0,0
0,1,56,29.92,"A",1,1
0,1,34.1,2.09,"D",0,0
0,1,24.5,3.73,"D",1,0
0,1,60.9,30.07,"A",0,0
0,1,61.3,31.23,"A",1,1
0,1,32.8,1.54,"C",1,1
0,1,45.2,0.7,"D",1,1
0,1,27.5,0.62,"D",1,1
0,1,26,1.75,"D",0,1
0,1,42.7,17.94,"A",1,1
0,1,71.6,34.92,"A",0,0
1,0,29.8,3.02,"E",0,0
0,1,49.5,1.08,"D",1,0
0,1,35.4,1.21,"E",0,1
0,1,51.6,1.6,"E",0,0
0,1,28.5,1.04,"B",1,0
1,1,25.4,6.87,"C",1,0
0,1,56.8,0.72,"E",0,0
0,1,24.6,1.91,"D",1,0
0,1,34.6,2.23,"D",0,0
0,1,61.9,23.25,"A",0,1
0,1,66.1,1.07,"D",0,0
0,1,47.5,0.78,"E",0,0
0,1,55.4,16.44,"C",0,1
0,1,47,1.57,"D",0,0
0,1,52.3,16.57,"C",0,1
0,1,40.5,18.84,"A",0,1
0,1,25,0.76,"E",0,0
0,1,38.3,2.61,"E",1,0
0,1,38.5,19.38,"A",0,0
0,1,51,1.48,"E",0,0
0,1,28.5,2.08,"D",1,0
0,1,55.3,24.07,"A",1,1
0,1,59.3,1.54,"E",0,0
0,1,36.6,1.25,"E",0,0
0,1,45.7,8.31,"D",0,1
0,1,37.7,1.62,"D",0,0
0,1,24.7,1.07,"E",0,1
0,0,47.1,4.53,"C",0,0
0,1,53.8,1.03,"C",1,0
0,1,37.9,18.14,"A",0,0
0,1,44.8,1.67,"D",0,0
0,1,41,5.71,"B",0,1
0,1,29.8,1.57,"E",0,0
0,1,47.9,27.11,"A",1,1
0,1,35.3,2.42,"D",1,0
0,1,26,1.09,"E",0,0
0,1,52.4,17.06,"D",1,0
0,1,54.2,2.65,"E",1,0
0,1,51,2.19,"D",0,1
0,1,46.4,0.94,"E",0,0
0,1,30.5,0.96,"D",1,0
0,1,60.5,31.58,"A",0,1
0,1,20,1.17,"E",1,0
0,1,33.9,1.45,"E",0,0
0,1,30,0.59,"D",1,0
0,1,27.9,2.19,"E",0,1
0,1,53.3,16.81,"B",1,1
0,1,31.7,2.48,"D",0,0
1,1,47.3,19.52,"B",1,0
0,1,39.8,7.88,"B",0,1
0,1,21.5,4.34,"D",0,1
0,1,64.7,1.03,"D",0,0
0,1,47.1,21.81,"A",1,1
0,0,64.5,3.44,"C",0,0
0,0,25.5,1.02,"C",1,0
0,1,46.7,2.31,"D",1,0
0,1,21,2.17,"D",1,0
0,1,36.2,0.92,"E",0,0
0,1,39.4,0.56,"D",0,0
0,1,25.3,1.17,"E",1,1
1,0,29,9.75,"B",1,1
0,1,54,0.56,"E",0,0
0,1,44.7,0.96,"E",1,1
0,1,25.8,1.55,"D",0,0
0,1,25.9,1.79,"D",1,0
0,1,34,0.92,"E",1,0
0,1,66.3,23.96,"B",1,1
0,1,34.4,2.96,"D",1,1
0,1,29.2,3.73,"B",0,0
0,1,35.9,1.58,"E",0,1
0,1,54.9,23.77,"A",0,1
0,1,19.2,1.02,"C",0,0
0,1,33.4,1.59,"E",1,0
0,1,23.5,0.7,"E",0,1
0,0,22.8,0.77,"D",1,1
0,0,49.7,1.27,"D",0,1
0,1,51.6,1.86,"D",0,0
0,1,83.2,46.79,"A",1,1
0,1,23.6,2.09,"D",0,1
0,1,30.6,0.94,"D",0,1
0,1,54.5,16.57,"C",0,1
0,1,30.4,1.83,"C",1,1
0,1,37.5,1.23,"E",0,0
0,1,24.3,1.19,"D",0,1
0,1,45.6,22.71,"A",1,1
0,1,23.5,3.25,"D",0,0
0,1,59.6,11.69,"D",1,0
0,1,53.1,1.21,"D",0,1
0,1,30,2.02,"E",0,0
1,1,33.7,3.73,"E",0,0
0,1,73,33.06,"A",1,1
0,1,44.7,1.6,"D",1,0
0,0,30,1.26,"E",0,0
0,1,52.1,1.63,"D",0,1
1,1,66.2,41.26,"A",0,1
0,1,45.4,1.73,"D",1,0
0,1,43.5,20.05,"B",1,0
0,1,21.7,1.04,"E",1,0
0,1,63.1,4.58,"E",0,0
0,1,29.5,1.73,"D",0,0
0,1,23,1.15,"E",1,1
0,1,51.4,1.81,"D",0,1
0,1,48.6,26.69,"A",1,1
0,1,45.7,26.39,"A",1,1
0,1,57.6,1.1,"E",0,0
0,1,55.7,5.15,"C",0,0
0,1,44.3,1.13,"E",0,0
0,1,58.7,1.2,"C",0,0
0,1,51.8,9.12,"D",1,0
0,1,23.5,3.33,"D",1,0
0,1,45.7,24.61,"A",0,1
0,1,49.7,5.04,"D",1,0
0,1,46.5,18.66,"A",0,1
0,1,66.8,0.92,"D",0,0
0,1,35.4,0.96,"E",0,0
0,1,69.7,8.07,"B",1,0
1,1,19.6,1.71,"D",0,0
0,1,34.5,0.96,"E",0,1
0,0,29.6,1.94,"E",0,0
0,1,39.5,2.29,"B",1,1
0,1,29.7,5.29,"D",0,0
0,1,32.6,1.85,"E",0,1
0,1,63.3,24.21,"A",1,0
0,1,29.7,5.11,"C",0,0
0,1,47.2,0.48,"B",1,1
0,1,58.4,9.35,"B",0,1
0,1,47.7,1.6,"D",1,0
0,1,38.3,4.36,"B",1,1
0,0,47.8,1.69,"D",0,0
0,1,57.4,22.96,"C",0,1
0,1,54.4,30.08,"A",0,1
1,1,32.5,1.25,"E",0,0
0,1,22.9,2.42,"D",0,1
0,1,41.5,1.25,"E",0,0
0,1,54.8,35.23,"A",1,1
0,1,59,1.04,"E",0,0
0,1,43.9,15.94,"D",0,1
0,1,33.4,0.23,"D",0,0
0,1,62.7,1.39,"D",0,1
0,1,32.3,1.28,"D",1,0
0,1,55.1,19.76,"A",0,0
0,1,44.4,2.83,"D",0,1
0,1,47.9,1.26,"D",0,1
0,1,30,2.48,"D",1,1
0,1,21.9,0.87,"D",0,0
0,1,57.7,17.78,"C",1,1
0,1,47.3,19.8,"D",0,1
0,1,29.4,1.17,"E",0,0
0,1,24.5,6.56,"D",1,0
0,1,35.1,0.65,"E",0,0
0,0,48.3,1.33,"B",1,1
1,1,33.6,2.15,"B",0,0
0,1,20.5,0.78,"D",0,1
0,1,51.4,23.15,"C",0,1
0,1,39,1.17,"E",0,0
0,1,62.9,24.46,"B",1,1
0,1,55,11.61,"D",0,1
0,1,29,1.38,"D",0,0
0,1,20.4,1.6,"D",0,0
0,1,35.7,1.11,"E",0,1
1,1,24.1,2.2,"E",0,0
0,1,36.3,15.63,"A",0,1
0,1,44.9,2.08,"D",0,0
0,1,49.9,1.33,"E",0,1
0,1,66.9,14.63,"D",0,1
1,1,26.9,4.57,"D",0,0
0,1,34.8,2.02,"D",0,0
0,1,46.3,19.81,"B",1,1
0,1,57.1,0.77,"E",0,0
0,1,37.5,16.55,"A",0,0
1,1,49.1,4.21,"D",0,1
0,0,29.9,0.74,"D",0,1
0,1,40,1.71,"E",1,1
0,1,24.5,1.61,"D",1,1
0,1,22.9,2.25,"D",1,1
0,1,61.8,37.06,"A",1,0
0,1,21.8,1.44,"E",0,1
0,1,31.2,0.44,"D",0,0
0,1,60.2,7.27,"D",1,0
0,1,40.8,1.15,"E",0,1
0,1,39,2.07,"E",0,1
0,1,53.7,21.86,"B",1,0
0,0,60.6,27.84,"A",1,0
0,1,31.9,1.65,"E",0,0
0,0,23.4,1.92,"E",0,0
0,1,51.2,31.96,"A",0,1
0,1,24.9,1.03,"D",1,0
0,1,28.6,1.64,"E",0,0
0,1,71.3,11.19,"B",1,1
0,0,32.4,1.85,"E",0,0
0,1,58.3,1.17,"E",1,0
0,1,29.8,2.52,"D",0,0
0,1,71.8,27.03,"D",0,1
0,1,39.7,2.31,"D",0,0
0,1,58.7,28.94,"A",0,1
0,1,55.5,1.13,"E",0,1
0,1,21.7,0.96,"E",0,0
0,1,23.6,0.92,"D",1,0
0,1,34.2,1.19,"E",0,1
0,1,50.2,16.75,"D",0,1
