MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod.Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
050,RL,NA,12513.0,Pave,NoAccess,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,4,4,1920.0,2007.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,715.0,715.0,GasA,Gd,Y,SBrkr,1281.0,457.0,0.0,1738.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,1920.0,Unf,1.0,368.0,TA,TA,Y,55.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,6.0,2009.0,WD ,Normal,104900.0
020,RL,73.0,8760.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956.0,1956.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,164.0,Gd,TA,CBlock,TA,TA,No,ALQ,856.0,Unf,0.0,313.0,1169.0,GasA,TA,Y,SBrkr,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Attchd,1956.0,RFn,1.0,286.0,TA,TA,Y,257.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,6.0,2009.0,WD ,Normal,15e4
020,RL,70.0,8400.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1957.0,1957.0,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,189.0,Rec,661.0,628.0,1478.0,GasA,Gd,Y,SBrkr,1478.0,0.0,0.0,1478.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,2.0,Gd,Attchd,1957.0,RFn,2.0,442.0,TA,TA,Y,114.0,0.0,0.0,0.0,216.0,0.0,NoPool,NoFence,None,0.0,6.0,2009.0,WD ,Normal,156500.0
020,RL,NA,12285.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1960.0,1960.0,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,TA,TA,CBlock,TA,TA,No,BLQ,544.0,Unf,0.0,785.0,1329.0,GasA,Gd,Y,SBrkr,1329.0,0.0,0.0,1329.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,Typ,2.0,Gd,Attchd,1960.0,Unf,2.0,441.0,TA,TA,Y,0.0,0.0,203.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,8.0,2009.0,WD ,Normal,176e3
020,RL,66.0,9240.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1959.0,1998.0,Hip,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,708.0,Unf,0.0,280.0,988.0,GasA,TA,Y,SBrkr,988.0,0.0,0.0,988.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,NoFirePlace,Attchd,1959.0,Unf,1.0,297.0,TA,TA,Y,156.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,6.0,2009.0,WD ,Normal,149500.0
020,RL,80.0,9600.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958.0,1988.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,TA,TA,No,Rec,620.0,LwQ,620.0,0.0,1240.0,GasA,Gd,Y,SBrkr,1632.0,0.0,0.0,1632.0,1.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Min1,1.0,Gd,Attchd,1958.0,RFn,1.0,338.0,TA,TA,Y,289.0,0.0,0.0,0.0,0.0,0.0,NoPool,MnPrv,None,0.0,4.0,2009.0,WD ,Normal,139e3
020,RL,66.0,12400.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958.0,1998.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,TA,Fa,No,Rec,585.0,Unf,0.0,630.0,1215.0,GasA,TA,Y,FuseA,1215.0,0.0,0.0,1215.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Attchd,1958.0,Unf,1.0,297.0,TA,TA,Y,0.0,0.0,0.0,0.0,234.0,0.0,NoPool,NoFence,None,0.0,6.0,2009.0,WD ,Normal,155e3
020,RL,70.0,8750.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956.0,1956.0,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,435.0,BLQ,202.0,565.0,1202.0,GasA,TA,Y,SBrkr,1202.0,0.0,0.0,1202.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Attchd,1956.0,RFn,1.0,304.0,TA,TA,Y,0.0,35.0,120.0,0.0,0.0,0.0,NoPool,GdWo,None,0.0,11.0,2009.0,COD,Abnorml,12e4
020,RL,70.0,8750.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955.0,1955.0,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,172.0,LwQ,483.0,727.0,1382.0,GasA,Gd,Y,FuseA,1382.0,0.0,0.0,1382.0,0.0,1.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,NoFirePlace,Attchd,1955.0,Unf,1.0,350.0,TA,TA,Y,280.0,0.0,0.0,0.0,0.0,0.0,NoPool,GdWo,None,0.0,7.0,2009.0,WD ,Normal,153e3
020,RL,80.0,10400.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1956.0,1956.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,155.0,LwQ,750.0,295.0,1200.0,GasA,TA,Y,SBrkr,1200.0,0.0,0.0,1200.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,2.0,Gd,Attchd,1956.0,Unf,1.0,294.0,TA,TA,Y,0.0,189.0,140.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,11.0,2009.0,WD ,Family,144e3
080,RL,120.0,19296.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962.0,1962.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,TA,TA,CBlock,TA,TA,Gd,Rec,672.0,ALQ,690.0,0.0,1362.0,GasA,TA,Y,SBrkr,1382.0,0.0,0.0,1382.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1991.0,Unf,2.0,884.0,TA,TA,Y,0.0,0.0,252.0,0.0,0.0,0.0,NoPool,GdWo,None,0.0,5.0,2009.0,WD ,Normal,176e3
020,RL,74.0,8532.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954.0,1990.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,TA,TA,CBlock,TA,TA,No,Rec,1213.0,Unf,0.0,84.0,1297.0,GasA,Gd,Y,SBrkr,1297.0,0.0,0.0,1297.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,TA,Attchd,1954.0,Fin,2.0,498.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,10.0,2009.0,WD ,Normal,153e3
090,RL,76.0,9482.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1958.0,1958.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,657.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1866.0,1866.0,GasA,Ex,Y,SBrkr,1866.0,0.0,0.0,1866.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,Typ,0.0,NoFirePlace,Detchd,1958.0,Unf,2.0,495.0,TA,Fa,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,12.0,2009.0,WD ,Normal,135e3
020,RL,53.0,8128.0,Pave,NoAccess,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1954.0,1954.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,ALQ,490.0,Unf,0.0,572.0,1062.0,GasA,Gd,Y,SBrkr,1062.0,0.0,0.0,1062.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Attchd,1954.0,Unf,1.0,297.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,2.0,2009.0,WD ,Normal,131e3
020,RL,79.0,10634.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953.0,1953.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,428.0,LwQ,180.0,0.0,608.0,GasA,TA,Y,SBrkr,1319.0,0.0,0.0,1319.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Min2,0.0,NoFirePlace,Attchd,1953.0,Unf,1.0,270.0,TA,TA,Y,66.0,0.0,0.0,0.0,0.0,0.0,NoPool,GdWo,None,0.0,11.0,2009.0,WD ,Normal,123e3
020,RL,67.0,13070.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1951.0,1951.0,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,308.0,Unf,0.0,323.0,631.0,GasA,TA,Y,FuseA,1112.0,0.0,0.0,1112.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,NoFirePlace,Basment,1951.0,Unf,2.0,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,255.0,0.0,NoPool,NoFence,None,0.0,10.0,2009.0,WD ,Normal,126e3
020,RL,60.0,10434.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955.0,1955.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1005.0,1005.0,GasA,TA,Y,SBrkr,1005.0,0.0,0.0,1005.0,0.0,0.0,1.0,0.0,2.0,1.0,Fa,5.0,Typ,1.0,TA,Detchd,1977.0,Unf,2.0,672.0,Fa,Fa,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,11.0,2009.0,WD ,Normal,115e3
020,RL,75.0,14559.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951.0,2e3,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70.0,Gd,TA,CBlock,TA,TA,No,BLQ,650.0,Rec,180.0,178.0,1008.0,GasA,Ex,Y,SBrkr,1363.0,0.0,0.0,1363.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Min1,2.0,TA,CarPort,1951.0,Unf,1.0,288.0,TA,TA,Y,324.0,42.0,0.0,0.0,168.0,0.0,NoPool,NoFence,Shed,2e3,6.0,2009.0,WD ,Normal,164900.0
030,RL,80.0,8480.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1945.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,700.0,Unf,0.0,93.0,793.0,GasA,TA,Y,SBrkr,793.0,0.0,0.0,793.0,1.0,0.0,1.0,0.0,2.0,1.0,Fa,4.0,Typ,0.0,NoFirePlace,Detchd,1945.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,8.0,2009.0,WD ,Normal,113e3
020,RL,60.0,7626.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1952.0,2005.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,GLQ,931.0,Unf,0.0,100.0,1031.0,GasA,Gd,Y,SBrkr,1031.0,0.0,0.0,1031.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,NoFirePlace,Attchd,1952.0,Unf,1.0,230.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,MnPrv,None,0.0,3.0,2009.0,WD ,Normal,145500.0
020,RL,75.0,9533.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953.0,1953.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,140.0,TA,TA,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0.0,NoBasement,0.0,0.0,0.0,GasA,TA,Y,FuseA,1210.0,0.0,0.0,1210.0,0.0,0.0,1.0,1.0,2.0,1.0,TA,7.0,Typ,0.0,NoFirePlace,Attchd,1953.0,Fin,1.0,616.0,TA,TA,Y,208.0,0.0,100.0,0.0,0.0,0.0,NoPool,MnPrv,None,0.0,8.0,2009.0,ConLD,Normal,102900.0
190,RL,107.0,10615.0,Pave,NoAccess,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900.0,1970.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440.0,Unf,0.0,538.0,978.0,GasA,TA,Y,SBrkr,1014.0,685.0,0.0,1699.0,1.0,0.0,2.0,0.0,3.0,2.0,TA,7.0,Typ,0.0,NoFirePlace,CarPort,1920.0,Unf,2.0,420.0,Fa,Fa,Y,0.0,74.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,8.0,2009.0,WD ,Abnorml,95e3
060,RL,78.0,11419.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,7,7,1948.0,1999.0,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,699.0,Unf,0.0,0.0,699.0,GasA,Ex,Y,FuseA,801.0,726.0,0.0,1527.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1948.0,Unf,2.0,410.0,TA,TA,Y,0.0,0.0,134.0,0.0,0.0,0.0,NoPool,GdWo,None,0.0,12.0,2009.0,WD ,Normal,152500.0
020,RL,60.0,9600.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1950.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,390.0,Unf,0.0,810.0,1200.0,GasA,TA,Y,SBrkr,1200.0,0.0,0.0,1200.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Attchd,1950.0,Fin,1.0,246.0,TA,TA,Y,126.0,0.0,0.0,0.0,0.0,0.0,NoPool,GdWo,None,0.0,8.0,2009.0,WD ,Normal,129900.0
020,RL,50.0,8e3,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948.0,2002.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,680.0,Unf,0.0,292.0,972.0,GasA,Ex,Y,SBrkr,972.0,0.0,0.0,972.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Gd,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,5.0,2009.0,WD ,Normal,132e3
020,RL,53.0,5470.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1958.0,1958.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,792.0,792.0,GasA,Gd,Y,FuseA,792.0,0.0,0.0,792.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NoFirePlace,Attchd,1958.0,Unf,1.0,366.0,Fa,TA,Y,0.0,90.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,8.0,2009.0,WD ,Normal,99900.0
050,RL,60.0,10410.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916.0,1987.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,Ex,Y,SBrkr,808.0,704.0,144.0,1656.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,8.0,Min2,0.0,NoFirePlace,Detchd,1916.0,Unf,1.0,180.0,Fa,Fa,N,0.0,0.0,0.0,140.0,0.0,0.0,NoPool,MnPrv,None,0.0,8.0,2009.0,WD ,Normal,135e3
060,RL,60.0,10800.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1939.0,2006.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,Ex,Y,SBrkr,676.0,676.0,0.0,1352.0,0.0,1.0,2.0,0.0,4.0,1.0,Gd,7.0,Typ,0.0,NoFirePlace,Detchd,1939.0,Unf,2.0,720.0,TA,TA,Y,187.0,0.0,128.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,8.0,2009.0,WD ,Normal,149e3
070,RL,80.0,8146.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,8,1900.0,2003.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,405.0,405.0,GasA,Gd,Y,SBrkr,717.0,322.0,0.0,1039.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Detchd,1940.0,Unf,1.0,281.0,TA,TA,N,0.0,0.0,168.0,0.0,111.0,0.0,NoPool,NoFence,None,0.0,5.0,2009.0,WD ,Normal,114e3
030,RL,52.0,9022.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924.0,2006.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,792.0,0.0,0.0,792.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,NoFirePlace,Detchd,1924.0,Unf,1.0,240.0,Fa,Fa,N,316.0,0.0,120.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,5.0,2009.0,WD ,Normal,109500.0
030,RL,60.0,10230.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1925.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1054.0,1054.0,GasA,Ex,Y,SBrkr,1078.0,0.0,0.0,1078.0,0.0,0.0,1.0,0.0,3.0,1.0,Ex,6.0,Typ,0.0,NoFirePlace,Detchd,1987.0,Unf,1.0,264.0,TA,TA,N,0.0,0.0,0.0,0.0,112.0,0.0,NoPool,GdWo,None,0.0,12.0,2009.0,WD ,Normal,125e3
050,RL,60.0,10410.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1313.0,1313.0,GasA,TA,Y,SBrkr,1313.0,0.0,1064.0,2377.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,8.0,Min2,1.0,TA,Detchd,1954.0,Unf,2.0,528.0,TA,TA,Y,0.0,0.0,432.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,6.0,2009.0,WD ,Normal,142900.0
070,RL,60.0,7200.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1910.0,2008.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,560.0,560.0,GasA,Ex,Y,SBrkr,930.0,760.0,0.0,1690.0,0.0,0.0,2.0,0.0,4.0,1.0,Gd,5.0,Typ,0.0,NoFirePlace,Detchd,2008.0,Unf,2.0,624.0,TA,TA,Y,0.0,0.0,112.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,8.0,2009.0,WD ,Normal,156500.0
030,RL,90.0,5400.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,2,5,1940.0,1950.0,Gable,CompShg,Stucco,Stucco,None,0.0,Fa,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,416.0,416.0,GasA,Gd,N,FuseA,599.0,0.0,0.0,599.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,4.0,Typ,0.0,NoFirePlace,NoGarage,NA,NoGarage,0.0,0.0,NoGarage,NoGarage,N,0.0,81.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,6.0,2009.0,WD ,Normal,59e3
050,RL,90.0,5400.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920.0,1950.0,Gable,CompShg,CBlock,CBlock,None,0.0,Fa,TA,PConc,TA,TA,No,ALQ,315.0,Rec,105.0,420.0,840.0,GasA,Ex,Y,SBrkr,840.0,534.0,0.0,1374.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Detchd,1967.0,Fin,1.0,338.0,TA,TA,Y,0.0,0.0,198.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,10.0,2009.0,WD ,Normal,105e3
030,RL,60.0,10800.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1920.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,TA,N,SBrkr,846.0,0.0,0.0,846.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,4.0,Typ,0.0,NoFirePlace,Detchd,1980.0,Fin,2.0,576.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,6.0,2009.0,WD ,Normal,106e3
030,RL,60.0,10800.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1890.0,1998.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,TA,Y,FuseA,725.0,0.0,0.0,725.0,0.0,0.0,1.0,1.0,1.0,1.0,TA,4.0,Typ,0.0,NoFirePlace,Detchd,1959.0,Unf,1.0,320.0,TA,TA,Y,0.0,30.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,11.0,2009.0,WD ,Normal,78500.0
090,RL,81.0,9671.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,2Story,6,5,1969.0,1969.0,Gable,CompShg,MetalSd,MetalSd,Stone,480.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1248.0,1248.0,GasA,TA,Y,SBrkr,1248.0,1296.0,0.0,2544.0,0.0,0.0,2.0,2.0,6.0,2.0,TA,12.0,Typ,0.0,NoFirePlace,Attchd,1969.0,RFn,3.0,907.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,8.0,2009.0,WD ,Normal,19e4
020,RL,83.0,10143.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1963.0,1963.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,TA,TA,CBlock,TA,TA,No,Rec,384.0,Unf,0.0,996.0,1380.0,GasA,Fa,Y,SBrkr,1380.0,0.0,0.0,1380.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Attchd,1963.0,Unf,1.0,364.0,TA,TA,Y,0.0,0.0,0.0,0.0,216.0,0.0,NoPool,GdWo,None,0.0,6.0,2009.0,WD ,Normal,154e3
020,RL,77.0,11500.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,4,1967.0,1967.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Fa,TA,CBlock,TA,Fa,No,BLQ,872.0,Rec,60.0,108.0,1040.0,GasA,Gd,Y,SBrkr,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Min1,1.0,Po,Attchd,1967.0,RFn,2.0,480.0,TA,TA,Y,0.0,0.0,156.0,0.0,0.0,0.0,NoPool,MnPrv,None,0.0,5.0,2009.0,WD ,Normal,163e3
