"Churn","MonthlyCharges","SeniorCitizen","PaymentMethod","InternetService","tenure","Contract"
0,49.2,0,"Electronic check","DSL",12,"Month-to-month"
0,73.75,0,"Mailed check","DSL",23,"One year"
0,92.3,0,"Bank transfer","Fiber optic",62,"One year"
1,98.8,0,"Bank transfer","Fiber optic",37,"Month-to-month"
0,19.2,0,"Mailed check","No",8,"Month-to-month"
0,88.65,0,"Credit card","Fiber optic",31,"Month-to-month"
1,74.4,0,"Credit card","Fiber optic",13,"Month-to-month"
1,98.75,0,"Electronic check","Fiber optic",24,"Month-to-month"
0,95.95,0,"Bank transfer","Fiber optic",45,"Month-to-month"
0,105.4,1,"Credit card","Fiber optic",69,"Two year"
0,20.25,0,"Mailed check","No",2,"Month-to-month"
1,106,0,"Electronic check","Fiber optic",61,"One year"
1,104.7,0,"Electronic check","Fiber optic",41,"Month-to-month"
0,49.05,0,"Electronic check","DSL",44,"One year"
0,35.55,0,"Mailed check","DSL",39,"One year"
0,65.1,0,"Credit card","DSL",72,"Two year"
0,96.85,1,"Electronic check","Fiber optic",13,"Month-to-month"
0,69.75,0,"Credit card","DSL",51,"One year"
0,99.2,1,"Electronic check","Fiber optic",71,"Two year"
1,96.7,1,"Electronic check","Fiber optic",22,"Month-to-month"
1,55.05,0,"Credit card","DSL",2,"Month-to-month"
0,106.8,0,"Electronic check","Fiber optic",56,"One year"
0,51.25,0,"Mailed check","DSL",1,"Month-to-month"
0,57.75,0,"Mailed check","DSL",23,"One year"
0,70.85,1,"Bank transfer","DSL",66,"One year"
0,19.55,0,"Mailed check","No",1,"Month-to-month"
1,88.2,1,"Electronic check","Fiber optic",19,"Month-to-month"
0,79.5,0,"Bank transfer","Fiber optic",11,"Month-to-month"
1,19.75,0,"Mailed check","No",8,"One year"
0,98.15,0,"Bank transfer","Fiber optic",52,"Month-to-month"
0,20.25,0,"Electronic check","No",3,"Month-to-month"
0,79.15,0,"Bank transfer","Fiber optic",51,"Month-to-month"
1,75.65,1,"Electronic check","Fiber optic",15,"Month-to-month"
0,94.25,1,"Electronic check","Fiber optic",64,"Month-to-month"
0,40.2,0,"Credit card","DSL",37,"Month-to-month"
0,19.95,0,"Mailed check","No",13,"Two year"
0,55.35,0,"Electronic check","DSL",49,"One year"
0,102.15,1,"Bank transfer","Fiber optic",45,"One year"
0,71.1,0,"Electronic check","Fiber optic",18,"Month-to-month"
1,74.7,1,"Electronic check","Fiber optic",1,"Month-to-month"
0,54.1,0,"Bank transfer","DSL",68,"Two year"
0,19.65,0,"Credit card","No",54,"Two year"
0,88.45,1,"Bank transfer","Fiber optic",23,"Month-to-month"
1,76.65,0,"Electronic check","Fiber optic",17,"Month-to-month"
0,80.4,0,"Credit card","DSL",71,"Two year"
0,19.25,0,"Bank transfer","No",67,"Two year"
0,84.8,0,"Electronic check","Fiber optic",14,"Month-to-month"
1,25.8,1,"Mailed check","DSL",1,"Month-to-month"
0,19.5,0,"Credit card","No",63,"Two year"
0,68.6,0,"Electronic check","DSL",41,"One year"
0,92.6,0,"Electronic check","Fiber optic",17,"Month-to-month"
0,100.55,0,"Electronic check","Fiber optic",56,"One year"
0,20.55,0,"Credit card","No",5,"Month-to-month"
1,42.6,0,"Electronic check","DSL",2,"Month-to-month"
0,19.6,0,"Mailed check","No",3,"Month-to-month"
0,67.45,0,"Electronic check","DSL",37,"One year"
1,68.85,0,"Bank transfer","DSL",29,"Month-to-month"
0,43.55,0,"Mailed check","DSL",8,"Month-to-month"
0,109.85,0,"Credit card","Fiber optic",63,"Month-to-month"
0,20.65,0,"Mailed check","No",7,"Month-to-month"
0,95.4,0,"Electronic check","Fiber optic",3,"Month-to-month"
0,21,0,"Bank transfer","No",72,"Two year"
0,56.2,0,"Electronic check","DSL",19,"Month-to-month"
0,18.4,0,"Bank transfer","No",59,"Two year"
1,90,0,"Credit card","Fiber optic",2,"Month-to-month"
0,25.75,0,"Electronic check","No",35,"Month-to-month"
0,19.6,0,"Credit card","No",14,"Month-to-month"
1,75.35,0,"Electronic check","Fiber optic",14,"Month-to-month"
0,19.8,0,"Credit card","No",69,"Two year"
0,64.2,1,"Electronic check","DSL",7,"Month-to-month"
0,75.75,0,"Bank transfer","DSL",69,"Two year"
0,78.95,0,"Electronic check","DSL",72,"Two year"
1,100.85,0,"Electronic check","Fiber optic",8,"Month-to-month"
0,50.3,0,"Electronic check","DSL",4,"Month-to-month"
0,80.3,0,"Credit card","Fiber optic",63,"Month-to-month"
0,19.85,0,"Bank transfer","No",72,"Two year"
0,21.1,0,"Electronic check","No",46,"Two year"
1,69.95,0,"Electronic check","Fiber optic",5,"Month-to-month"
0,50,0,"Mailed check","DSL",30,"Month-to-month"
0,104.75,0,"Bank transfer","Fiber optic",63,"Two year"
0,19.85,0,"Bank transfer","No",60,"Two year"
1,107.5,0,"Electronic check","Fiber optic",63,"One year"
0,85.9,0,"Electronic check","Fiber optic",25,"Month-to-month"
1,45.85,0,"Mailed check","DSL",1,"Month-to-month"
0,80.8,1,"Electronic check","Fiber optic",6,"Month-to-month"
0,25.25,0,"Mailed check","No",22,"Two year"
0,80.55,0,"Bank transfer","DSL",31,"Two year"
0,81.5,0,"Bank transfer","Fiber optic",39,"Month-to-month"
0,20.9,0,"Mailed check","No",26,"Month-to-month"
1,106.1,0,"Bank transfer","Fiber optic",53,"One year"
1,91.7,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,67.25,0,"Electronic check","DSL",12,"Month-to-month"
1,95.6,0,"Credit card","Fiber optic",16,"Month-to-month"
0,20.35,0,"Mailed check","No",2,"Month-to-month"
0,45.05,0,"Bank transfer","DSL",39,"One year"
1,74.95,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,34.65,0,"Mailed check","DSL",7,"Month-to-month"
0,69.35,1,"Electronic check","Fiber optic",4,"Month-to-month"
1,95.35,1,"Electronic check","Fiber optic",10,"Month-to-month"
0,81.55,0,"Electronic check","Fiber optic",55,"Month-to-month"
0,75.4,0,"Bank transfer","DSL",72,"Two year"
0,67.8,0,"Credit card","DSL",10,"Month-to-month"
0,111.4,1,"Electronic check","Fiber optic",11,"Month-to-month"
0,46.3,0,"Electronic check","DSL",15,"Month-to-month"
0,20.4,0,"Bank transfer","No",23,"Two year"
0,20.05,0,"Mailed check","No",1,"Month-to-month"
1,45,1,"Electronic check","DSL",3,"Month-to-month"
0,96.1,0,"Electronic check","Fiber optic",47,"One year"
0,19.65,0,"Mailed check","No",15,"One year"
1,99.5,0,"Electronic check","Fiber optic",66,"Month-to-month"
0,60.65,1,"Bank transfer","DSL",68,"One year"
1,98.6,0,"Bank transfer","Fiber optic",17,"One year"
1,59.5,0,"Mailed check","DSL",7,"Month-to-month"
1,80.45,1,"Electronic check","Fiber optic",12,"Month-to-month"
0,71.7,1,"Bank transfer","DSL",21,"One year"
0,36,0,"Mailed check","DSL",21,"Month-to-month"
0,65.2,0,"Bank transfer","DSL",56,"One year"
0,48.95,0,"Credit card","DSL",6,"Month-to-month"
0,53.5,1,"Bank transfer","DSL",65,"Two year"
0,80.45,0,"Credit card","DSL",42,"One year"
0,109.05,0,"Bank transfer","Fiber optic",68,"Two year"
0,26.3,0,"Bank transfer","No",48,"Two year"
0,106.8,1,"Electronic check","Fiber optic",50,"One year"
0,64.95,1,"Electronic check","DSL",7,"Month-to-month"
0,19.35,0,"Electronic check","No",63,"Two year"
0,21.1,0,"Credit card","No",17,"Month-to-month"
1,77.95,0,"Credit card","Fiber optic",42,"Month-to-month"
0,18.85,0,"Mailed check","No",4,"Month-to-month"
0,26,0,"Bank transfer","No",62,"Two year"
1,74.7,1,"Electronic check","Fiber optic",2,"Month-to-month"
0,70.35,0,"Electronic check","Fiber optic",2,"Month-to-month"
0,96.9,0,"Bank transfer","Fiber optic",48,"Two year"
0,19.55,0,"Bank transfer","No",27,"Two year"
0,80.4,0,"Bank transfer","DSL",70,"Two year"
1,88.8,1,"Electronic check","Fiber optic",1,"Month-to-month"
0,94.65,0,"Electronic check","Fiber optic",46,"One year"
1,90.25,0,"Electronic check","Fiber optic",30,"Month-to-month"
1,64.65,0,"Bank transfer","DSL",15,"Month-to-month"
0,95.75,0,"Credit card","Fiber optic",69,"One year"
0,19.55,0,"Credit card","No",65,"Two year"
0,104.1,1,"Credit card","Fiber optic",72,"Two year"
1,89.05,1,"Bank transfer","Fiber optic",13,"Month-to-month"
0,20.1,0,"Mailed check","No",17,"One year"
0,111.55,0,"Electronic check","Fiber optic",51,"One year"
0,60.5,0,"Credit card","DSL",51,"Two year"
0,90.95,0,"Bank transfer","DSL",72,"Two year"
1,87.4,0,"Electronic check","Fiber optic",67,"One year"
0,19.7,0,"Mailed check","No",34,"Month-to-month"
0,50.95,0,"Bank transfer","DSL",67,"Two year"
0,20.05,0,"Bank transfer","No",49,"One year"
0,19.4,0,"Mailed check","No",53,"Two year"
0,59.45,0,"Electronic check","DSL",27,"Month-to-month"
1,94.75,1,"Electronic check","Fiber optic",23,"Month-to-month"
0,81.5,0,"Credit card","DSL",69,"Two year"
0,29.05,0,"Bank transfer","DSL",2,"Month-to-month"
1,86.45,0,"Electronic check","Fiber optic",35,"Month-to-month"
0,70.6,0,"Mailed check","DSL",46,"One year"
0,97.2,0,"Bank transfer","Fiber optic",54,"Two year"
1,98.25,0,"Electronic check","Fiber optic",56,"One year"
1,75.75,0,"Bank transfer","Fiber optic",9,"Month-to-month"
0,59.2,0,"Bank transfer","DSL",20,"Month-to-month"
0,75.9,0,"Mailed check","Fiber optic",11,"Month-to-month"
0,90.05,1,"Electronic check","Fiber optic",30,"Month-to-month"
0,70.95,0,"Bank transfer","DSL",68,"Two year"
0,102.6,1,"Electronic check","Fiber optic",38,"Month-to-month"
1,85.35,1,"Bank transfer","Fiber optic",17,"Month-to-month"
1,106.1,0,"Credit card","Fiber optic",48,"One year"
0,43.8,0,"Electronic check","DSL",1,"Month-to-month"
0,59,0,"Electronic check","DSL",63,"Two year"
0,69.95,0,"Electronic check","DSL",3,"One year"
0,24.35,0,"Bank transfer","No",48,"One year"
0,29.45,0,"Credit card","DSL",66,"One year"
0,84.4,0,"Credit card","Fiber optic",68,"Two year"
1,45.05,1,"Electronic check","DSL",17,"Month-to-month"
0,20.65,0,"Mailed check","No",7,"One year"
0,87.1,0,"Bank transfer","DSL",72,"Two year"
0,19.85,0,"Mailed check","No",29,"Month-to-month"
0,90.35,0,"Electronic check","Fiber optic",37,"Month-to-month"
1,109.8,0,"Mailed check","Fiber optic",34,"Month-to-month"
1,84.65,1,"Electronic check","Fiber optic",42,"Month-to-month"
0,65.5,0,"Mailed check","DSL",59,"One year"
1,79.5,0,"Bank transfer","Fiber optic",11,"Month-to-month"
0,80.95,1,"Electronic check","Fiber optic",60,"Month-to-month"
0,56.15,0,"Mailed check","DSL",27,"Month-to-month"
1,85.8,0,"Mailed check","Fiber optic",1,"Month-to-month"
1,79.1,1,"Electronic check","Fiber optic",1,"Month-to-month"
0,34.4,0,"Mailed check","DSL",17,"Month-to-month"
0,20.75,0,"Mailed check","No",58,"Two year"
0,18.8,0,"Mailed check","No",1,"One year"
1,44.3,0,"Mailed check","DSL",3,"Month-to-month"
0,90.8,0,"Electronic check","Fiber optic",53,"Month-to-month"
0,25.6,0,"Electronic check","No",35,"Month-to-month"
1,105.95,0,"Credit card","Fiber optic",50,"Month-to-month"
0,70.8,0,"Credit card","DSL",68,"Two year"
0,25.4,0,"Electronic check","No",47,"Month-to-month"
0,108.8,1,"Bank transfer","Fiber optic",65,"Month-to-month"
1,69.75,0,"Electronic check","Fiber optic",5,"Month-to-month"
1,94.65,0,"Electronic check","Fiber optic",51,"Month-to-month"
1,96.05,0,"Bank transfer","Fiber optic",46,"Month-to-month"
0,76.85,0,"Electronic check","Fiber optic",9,"Month-to-month"
0,20.25,0,"Mailed check","No",8,"Two year"
0,24.8,0,"Credit card","No",14,"One year"
0,115.65,0,"Electronic check","Fiber optic",45,"Month-to-month"
0,74.6,0,"Credit card","Fiber optic",8,"Month-to-month"
1,50.15,1,"Mailed check","DSL",1,"Month-to-month"
0,103.15,0,"Bank transfer","Fiber optic",66,"One year"
0,72.1,0,"Credit card","DSL",72,"Two year"
1,113.6,0,"Bank transfer","Fiber optic",41,"Month-to-month"
0,25.1,0,"Mailed check","No",23,"Two year"
1,78.9,0,"Electronic check","Fiber optic",29,"Month-to-month"
0,80.15,0,"Electronic check","Fiber optic",4,"Month-to-month"
0,25.4,0,"Mailed check","No",6,"Two year"
0,105.4,1,"Credit card","Fiber optic",67,"One year"
0,45.75,1,"Mailed check","DSL",7,"Month-to-month"
0,24.45,0,"Mailed check","No",56,"One year"
0,25,0,"Credit card","No",72,"Two year"
0,85.25,0,"Electronic check","DSL",72,"Two year"
0,19.6,0,"Credit card","No",23,"Two year"
0,50.15,0,"Mailed check","DSL",35,"Month-to-month"
0,70.55,1,"Electronic check","Fiber optic",27,"Month-to-month"
1,60.05,0,"Electronic check","DSL",26,"Month-to-month"
0,26.4,0,"Mailed check","No",12,"One year"
0,20.15,0,"Mailed check","No",40,"Two year"
0,58.85,0,"Mailed check","DSL",7,"Month-to-month"
0,97.55,0,"Credit card","Fiber optic",70,"Month-to-month"
0,19.65,0,"Credit card","No",60,"Two year"
0,25.25,0,"Credit card","DSL",39,"One year"
0,114.45,0,"Credit card","Fiber optic",72,"Two year"
1,34.7,0,"Electronic check","DSL",1,"Month-to-month"
0,70.7,0,"Electronic check","DSL",54,"One year"
1,85.3,0,"Electronic check","Fiber optic",3,"Month-to-month"
0,75.55,0,"Credit card","DSL",63,"Two year"
0,84.8,0,"Electronic check","Fiber optic",71,"Two year"
0,20.65,0,"Mailed check","No",42,"One year"
0,20.45,0,"Bank transfer","No",47,"Two year"
1,102.45,0,"Credit card","Fiber optic",66,"One year"
1,104.4,0,"Bank transfer","Fiber optic",21,"Month-to-month"
0,35.65,0,"Electronic check","DSL",11,"Month-to-month"
1,99.75,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,90.45,1,"Electronic check","Fiber optic",55,"Month-to-month"
0,97.65,0,"Credit card","Fiber optic",69,"Two year"
0,73.85,1,"Electronic check","Fiber optic",3,"Month-to-month"
1,74.4,0,"Electronic check","DSL",4,"Month-to-month"
0,69.1,1,"Credit card","DSL",30,"Two year"
0,82.75,0,"Electronic check","Fiber optic",5,"Month-to-month"
0,24.4,0,"Credit card","No",71,"Two year"
0,55.25,0,"Electronic check","DSL",29,"One year"
0,61.35,0,"Bank transfer","DSL",52,"Month-to-month"
0,76.75,0,"Credit card","DSL",68,"One year"
0,19.4,0,"Mailed check","No",46,"Two year"
0,54.75,0,"Credit card","DSL",8,"Month-to-month"
0,19.7,0,"Credit card","No",72,"Two year"
0,19.9,0,"Bank transfer","No",17,"One year"
0,107.95,0,"Electronic check","Fiber optic",3,"Month-to-month"
0,83.8,1,"Bank transfer","Fiber optic",2,"Month-to-month"
1,74.25,0,"Credit card","Fiber optic",9,"Month-to-month"
0,56.4,0,"Credit card","DSL",51,"One year"
0,20.1,0,"Mailed check","No",6,"Two year"
0,94.9,0,"Electronic check","Fiber optic",3,"Month-to-month"
0,94.2,1,"Electronic check","Fiber optic",17,"Month-to-month"
0,49.9,0,"Electronic check","DSL",30,"Month-to-month"
0,71.05,0,"Electronic check","DSL",31,"Month-to-month"
0,81.65,0,"Bank transfer","DSL",45,"Two year"
0,89.45,0,"Bank transfer","Fiber optic",64,"One year"
1,59.85,0,"Electronic check","DSL",1,"Month-to-month"
1,69.6,1,"Electronic check","Fiber optic",1,"Month-to-month"
0,99,1,"Electronic check","Fiber optic",61,"One year"
0,19.05,0,"Mailed check","No",1,"Month-to-month"
1,45.4,0,"Electronic check","DSL",9,"Month-to-month"
0,114.45,0,"Bank transfer","Fiber optic",72,"Two year"
1,19.5,0,"Mailed check","No",1,"Month-to-month"
0,44.25,0,"Mailed check","DSL",7,"Month-to-month"
0,90.55,0,"Bank transfer","Fiber optic",66,"One year"
1,69.9,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,20.4,0,"Bank transfer","No",40,"Month-to-month"
0,71.4,0,"Bank transfer","DSL",16,"Month-to-month"
1,87.15,0,"Bank transfer","Fiber optic",2,"Month-to-month"
0,24.85,0,"Credit card","No",67,"Two year"
0,104.45,0,"Bank transfer","Fiber optic",41,"One year"
0,19.8,0,"Credit card","No",56,"Two year"
0,116.45,0,"Bank transfer","Fiber optic",72,"Two year"
1,84.75,0,"Bank transfer","Fiber optic",3,"Month-to-month"
0,20.05,0,"Credit card","No",54,"Two year"
0,110.75,1,"Electronic check","Fiber optic",52,"Month-to-month"
0,89.7,0,"Bank transfer","Fiber optic",50,"Two year"
1,89.95,0,"Electronic check","Fiber optic",14,"Month-to-month"
0,48.7,0,"Credit card","DSL",27,"One year"
0,96.6,1,"Bank transfer","Fiber optic",72,"Two year"
0,74.3,0,"Credit card","DSL",62,"One year"
0,54.3,0,"Electronic check","DSL",12,"Month-to-month"
0,74.85,1,"Bank transfer","DSL",44,"One year"
0,79.95,0,"Bank transfer","Fiber optic",54,"Two year"
0,20.05,0,"Bank transfer","No",68,"Two year"
0,19.4,0,"Mailed check","No",20,"Month-to-month"
0,54.9,0,"Bank transfer","DSL",50,"One year"
0,24.45,0,"Credit card","No",58,"Two year"
0,89.65,0,"Bank transfer","Fiber optic",35,"Month-to-month"
0,45.4,0,"Electronic check","DSL",2,"Month-to-month"
0,75.7,0,"Mailed check","DSL",63,"Two year"
0,110.65,0,"Credit card","Fiber optic",58,"One year"
0,20.55,0,"Mailed check","No",27,"One year"
0,115.15,0,"Credit card","Fiber optic",71,"Two year"
0,58.55,0,"Credit card","DSL",63,"One year"
0,93.25,0,"Bank transfer","Fiber optic",71,"Month-to-month"
1,113.2,1,"Electronic check","Fiber optic",41,"Month-to-month"
1,90.5,1,"Electronic check","Fiber optic",13,"Month-to-month"
1,79,0,"Electronic check","Fiber optic",2,"Month-to-month"
0,19.35,0,"Bank transfer","No",68,"Two year"
0,48.75,0,"Mailed check","DSL",1,"Month-to-month"
0,109.05,1,"Electronic check","Fiber optic",65,"Two year"
0,25,1,"Bank transfer","No",72,"Two year"
0,54.9,0,"Credit card","DSL",28,"Month-to-month"
0,24.75,0,"Credit card","No",72,"Two year"
0,91.15,0,"Electronic check","Fiber optic",2,"Month-to-month"
1,20.15,0,"Bank transfer","No",18,"One year"
0,104.35,1,"Electronic check","Fiber optic",60,"One year"
0,66.05,1,"Electronic check","DSL",26,"Month-to-month"
1,71.65,0,"Electronic check","Fiber optic",1,"Month-to-month"
1,20.35,0,"Mailed check","No",4,"Month-to-month"
0,92.2,0,"Credit card","DSL",68,"Two year"
1,84.25,0,"Credit card","Fiber optic",38,"Month-to-month"
0,105.2,1,"Bank transfer","Fiber optic",42,"One year"
0,19.6,0,"Bank transfer","No",57,"Two year"
0,30.4,0,"Electronic check","DSL",54,"Month-to-month"
1,78.1,0,"Bank transfer","Fiber optic",12,"Month-to-month"
0,61.5,0,"Mailed check","DSL",44,"One year"
0,69.4,0,"Bank transfer","DSL",42,"Month-to-month"
0,24.75,0,"Bank transfer","No",72,"Two year"
0,91.05,0,"Mailed check","DSL",71,"Two year"
1,89.65,0,"Mailed check","Fiber optic",19,"Month-to-month"
0,73.65,0,"Credit card","DSL",23,"Month-to-month"
0,19.4,0,"Credit card","No",30,"Two year"
0,26.2,0,"Bank transfer","No",35,"One year"
1,98.7,0,"Electronic check","Fiber optic",10,"Month-to-month"
0,43.85,0,"Bank transfer","DSL",1,"Month-to-month"
0,69.7,0,"Mailed check","Fiber optic",22,"Month-to-month"
0,38.55,0,"Mailed check","DSL",7,"Two year"
0,53.1,0,"Mailed check","DSL",36,"Two year"
0,20.65,0,"Mailed check","No",34,"Month-to-month"
0,64.45,0,"Credit card","DSL",72,"Two year"
0,25.1,0,"Credit card","No",36,"Two year"
1,76.35,0,"Electronic check","Fiber optic",1,"Month-to-month"
1,79.15,0,"Electronic check","Fiber optic",23,"Month-to-month"
1,85,1,"Electronic check","Fiber optic",32,"Month-to-month"
0,95.15,0,"Credit card","Fiber optic",71,"One year"
0,79.35,1,"Mailed check","Fiber optic",23,"Month-to-month"
0,96.65,0,"Bank transfer","Fiber optic",17,"One year"
0,75.5,0,"Electronic check","DSL",1,"Month-to-month"
0,19.7,0,"Mailed check","No",12,"Two year"
0,20.5,0,"Credit card","No",72,"Two year"
0,19.2,0,"Mailed check","No",1,"Month-to-month"
0,98.35,1,"Bank transfer","Fiber optic",72,"Two year"
0,74.35,0,"Bank transfer","Fiber optic",60,"Month-to-month"
0,51.35,0,"Credit card","DSL",61,"Two year"
0,45.65,0,"Mailed check","DSL",6,"Month-to-month"
1,85.3,1,"Electronic check","Fiber optic",32,"Month-to-month"
1,86.55,0,"Credit card","Fiber optic",31,"Month-to-month"
1,73.85,0,"Credit card","Fiber optic",19,"Month-to-month"
0,20.3,0,"Bank transfer","No",72,"Two year"
0,54.2,0,"Electronic check","DSL",32,"Month-to-month"
0,90.65,0,"Electronic check","Fiber optic",65,"Month-to-month"
0,50.9,0,"Bank transfer","DSL",45,"Month-to-month"
0,25.05,0,"Electronic check","No",42,"One year"
0,74.85,0,"Electronic check","Fiber optic",8,"Month-to-month"
0,20.5,0,"Mailed check","No",32,"Two year"
0,63.55,1,"Mailed check","DSL",22,"Month-to-month"
1,44.85,1,"Electronic check","DSL",57,"Month-to-month"
0,47.95,0,"Electronic check","DSL",1,"Month-to-month"
1,45.1,1,"Electronic check","DSL",1,"Month-to-month"
0,45,0,"Electronic check","DSL",1,"Month-to-month"
1,96,0,"Electronic check","Fiber optic",24,"Month-to-month"
1,20.05,0,"Bank transfer","No",1,"Month-to-month"
0,90.05,1,"Electronic check","Fiber optic",54,"Month-to-month"
0,25.3,0,"Credit card","No",4,"Two year"
1,108.65,0,"Bank transfer","Fiber optic",65,"Two year"
0,24.3,0,"Electronic check","No",56,"One year"
0,75.95,0,"Electronic check","DSL",45,"Month-to-month"
0,19.7,0,"Credit card","No",71,"Two year"
0,66.4,0,"Credit card","DSL",59,"One year"
0,35.75,0,"Bank transfer","DSL",69,"One year"
0,18.8,0,"Mailed check","No",19,"One year"
0,19.4,0,"Credit card","No",55,"Two year"
0,19.3,0,"Mailed check","No",38,"One year"
1,45.55,0,"Electronic check","DSL",10,"Month-to-month"
0,67.45,1,"Credit card","DSL",47,"Month-to-month"
1,35.1,0,"Electronic check","DSL",2,"Month-to-month"
1,46.2,0,"Credit card","DSL",1,"Month-to-month"
1,45.15,0,"Electronic check","DSL",1,"Month-to-month"
1,43.3,1,"Electronic check","DSL",1,"Month-to-month"
0,20.1,0,"Mailed check","No",46,"Two year"
1,57.15,1,"Credit card","DSL",38,"Month-to-month"
0,58.9,0,"Credit card","DSL",65,"Two year"
1,73.2,0,"Electronic check","Fiber optic",19,"Month-to-month"
1,85.35,0,"Electronic check","Fiber optic",52,"Month-to-month"
0,19.45,0,"Mailed check","No",71,"Two year"
1,45.95,0,"Mailed check","DSL",1,"Month-to-month"
0,50.5,1,"Electronic check","DSL",52,"Month-to-month"
0,25.1,0,"Mailed check","No",6,"One year"
0,60.7,1,"Mailed check","DSL",26,"One year"
0,99,1,"Electronic check","Fiber optic",48,"One year"
0,104.4,0,"Bank transfer","Fiber optic",64,"One year"
1,83.75,0,"Electronic check","Fiber optic",3,"Month-to-month"
0,44.05,0,"Bank transfer","DSL",1,"Month-to-month"
0,24.1,0,"Credit card","No",72,"Two year"
0,45.55,0,"Mailed check","DSL",1,"Month-to-month"
0,93.8,0,"Electronic check","Fiber optic",51,"Month-to-month"
0,19.7,0,"Bank transfer","No",41,"Two year"
0,70.65,0,"Credit card","DSL",72,"Two year"
0,86.45,0,"Credit card","DSL",43,"Two year"
0,114.1,0,"Credit card","Fiber optic",72,"Two year"
0,95.2,0,"Credit card","Fiber optic",47,"One year"
0,88.55,0,"Credit card","DSL",72,"Two year"
0,20.75,0,"Credit card","No",3,"Month-to-month"
1,70.05,0,"Electronic check","Fiber optic",1,"Month-to-month"
1,86,0,"Electronic check","Fiber optic",2,"Month-to-month"
0,44.65,0,"Bank transfer","DSL",26,"Month-to-month"
0,60.2,0,"Mailed check","DSL",29,"Month-to-month"
1,100.5,1,"Bank transfer","Fiber optic",35,"Month-to-month"
0,55.45,0,"Bank transfer","DSL",27,"One year"
0,70.3,0,"Credit card","DSL",24,"Month-to-month"
0,60.4,0,"Bank transfer","DSL",67,"Two year"
1,72.65,0,"Electronic check","Fiber optic",16,"Month-to-month"
0,55.8,0,"Bank transfer","DSL",23,"One year"
0,31.1,0,"Mailed check","DSL",14,"Month-to-month"
1,21,0,"Electronic check","No",1,"Month-to-month"
1,45.1,1,"Mailed check","DSL",1,"Month-to-month"
0,50.95,1,"Credit card","DSL",4,"Month-to-month"
0,69.1,0,"Electronic check","DSL",16,"Month-to-month"
0,43.95,0,"Electronic check","DSL",46,"Month-to-month"
0,86.5,0,"Bank transfer","DSL",68,"Two year"
0,69.95,0,"Electronic check","DSL",38,"Month-to-month"
1,50.4,1,"Bank transfer","DSL",30,"Month-to-month"
1,78.95,1,"Electronic check","Fiber optic",5,"Month-to-month"
0,90.95,0,"Credit card","Fiber optic",17,"Month-to-month"
0,19.9,0,"Mailed check","No",4,"Two year"
0,20.15,0,"Electronic check","No",12,"One year"
0,90.6,0,"Credit card","DSL",72,"Two year"
0,92,0,"Electronic check","Fiber optic",3,"Month-to-month"
1,94.45,0,"Electronic check","Fiber optic",56,"Month-to-month"
0,24.85,0,"Mailed check","No",41,"One year"
0,36,0,"Credit card","DSL",40,"One year"
0,78.5,0,"Electronic check","DSL",7,"Month-to-month"
0,19.95,0,"Credit card","No",69,"Two year"
0,20.65,0,"Mailed check","No",7,"One year"
0,30.5,0,"Electronic check","DSL",5,"Month-to-month"
0,106.1,0,"Credit card","Fiber optic",72,"Two year"
0,20.5,0,"Bank transfer","No",44,"One year"
0,95.5,0,"Electronic check","Fiber optic",65,"One year"
0,64.6,0,"Electronic check","DSL",3,"Month-to-month"
0,51.1,0,"Credit card","DSL",24,"Month-to-month"
1,84.8,0,"Bank transfer","Fiber optic",44,"Month-to-month"
0,89.1,1,"Credit card","DSL",72,"Two year"
0,54.95,0,"Electronic check","DSL",24,"Month-to-month"
1,50.9,0,"Mailed check","DSL",1,"Month-to-month"
0,20.45,0,"Bank transfer","No",22,"Month-to-month"
0,85.95,0,"Credit card","DSL",70,"Two year"
0,60.35,0,"Electronic check","DSL",25,"Month-to-month"
0,19.8,0,"Bank transfer","No",37,"Two year"
0,85.35,1,"Bank transfer","Fiber optic",22,"Month-to-month"
0,72.1,0,"Bank transfer","DSL",59,"Two year"
1,99.8,0,"Electronic check","Fiber optic",49,"Month-to-month"
1,107.35,0,"Bank transfer","Fiber optic",47,"Month-to-month"
1,19.55,0,"Mailed check","No",31,"Month-to-month"
0,81.05,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,20.5,0,"Electronic check","No",3,"Month-to-month"
0,111.8,0,"Bank transfer","Fiber optic",53,"One year"
0,20.2,0,"Mailed check","No",1,"Month-to-month"
0,19.7,0,"Mailed check","No",20,"One year"
1,79.1,0,"Electronic check","Fiber optic",3,"Month-to-month"
0,19.85,0,"Bank transfer","No",51,"One year"
0,60.5,0,"Bank transfer","DSL",51,"One year"
0,19.55,0,"Mailed check","No",13,"Two year"
0,20.9,0,"Mailed check","No",1,"Month-to-month"
0,21.05,0,"Mailed check","No",1,"Month-to-month"
0,71.5,0,"Electronic check","DSL",63,"One year"
0,54.65,0,"Mailed check","DSL",3,"Month-to-month"
0,19.2,0,"Credit card","No",46,"Two year"
0,49.8,0,"Credit card","DSL",1,"Month-to-month"
1,25.5,0,"Mailed check","DSL",8,"Month-to-month"
0,20.5,0,"Bank transfer","No",71,"Two year"
