"not.fully.paid","installment","log.annual.inc","fico","revol.bal","inq.last.6mths","pub.rec"
1,481.42,4.84509803956628,772,8.85,1,0
0,511.14,4.67559505738008,712,17.5,0,1
1,53.31,4.83884908918274,677,4.658,3,1
0,490.71,5.02118929944358,757,13.333,0,0
0,515.74,4.83884908918274,677,13.235,1,0
0,410.75,4.90308998540416,672,7.887,0,0
0,34.54,4.00000000001034,667,0.437,0,0
0,333.15,4.77815124986065,702,6.116,2,0
0,119.94,4.77815124986065,692,5.211,0,0
0,134.18,4.56696774942041,737,13.385,1,0
0,176.52,4.62562149490453,727,21.002,1,0
0,82.54,5.07918124528145,712,53.094,2,0
0,299.84,4.87506126229795,697,17.307,2,0
0,320.95,4.77815124986065,742,3.649,2,0
0,276.92,5.04532297865877,702,3.421,1,0
0,204.46,4.42324587307937,682,5.177,3,0
0,152.97,4.47677367988009,682,1.125,3,1
1,330.14,5.14612803498708,727,44.128,1,0
0,255.57,4.74818802712898,687,3.554,3,0
0,328.64,5.59106460784913,792,23.217,3,0
0,169.62,4.39787051553981,687,1.643,2,0
0,224.66,4.96960226348064,727,5.265,1,0
0,508.84,4.74818802712898,677,26.821,3,0
0,441,4.90308998540416,687,64.411,2,0
0,206.3,4.99999999784146,662,27.254,0,0
0,136.31,4.52218331547538,692,7.321,1,0
0,54.53,4.74036268766386,662,23.713,1,0
0,383.37,5.15579135212907,792,4.384,0,0
0,502,5.09621458321078,702,109.255,0,0
1,522.7,5.13033376961524,667,17.258,1,0
0,497.46,4.90311170012825,717,9.663,2,0
0,202.63,4.94940952439731,687,0.281,3,2
1,490.71,5.04139268308466,762,3.889,0,0
0,222.49,4.54406804414548,667,5.518,2,0
0,180.19,4.84509803956628,807,5.231,1,0
0,171.15,5.20410912346291,702,18.115,0,0
0,481.42,4.47712125443985,817,24.665,0,0
0,319.47,5.07918124528145,747,5.761,1,0
0,199.89,4.60205998998335,707,12.694,3,0
0,466.41,4.74812597947635,712,12.837,1,0
0,345.07,4.79309160107923,722,14.08,0,0
0,82.52,4.39794000699986,677,5.285,3,0
0,495.21,4.99999999784146,727,16.386,0,0
0,115.95,4.44709598405555,772,1.271,1,0
0,495.21,4.83884908918274,727,22.359,0,0
0,276.06,4.55750720002908,772,1.569,1,0
0,191.67,4.82736927456897,672,5.333,1,0
1,176.57,4.34242268067435,662,8.517,2,0
0,166.5,4.72835378076868,697,7.398,0,0
0,520.37,4.74036268766386,677,16.918,0,0
0,272.61,4.89209460457023,682,7.921,0,0
0,481.42,5.01703334011373,777,19.181,2,0
1,497.46,4.94580328633677,717,15.648,1,0
0,497.46,4.84507322397959,717,4.826,1,0
0,481.42,4.59106460914942,812,1.14,1,0
0,495.21,4.99999999784146,727,30.929,2,0
1,487.84,4.47712125443985,677,23.762,1,0
0,191.69,4.69900474597921,732,6.477,1,0
0,319.47,5.04139268308466,752,28.84,0,0
0,529.71,4.95424250973794,672,15.08,3,0
1,342.29,4.39794000699986,682,10.564,0,1
0,127.79,4.87996703539375,767,0.159,1,0
0,508.84,4.66646181836798,692,18.546,0,0
0,169.62,4.81291335713023,692,8.681,1,0
0,234.27,4.61278385859309,747,5.327,7,0
0,261.35,4.77815124986065,677,16.422,0,0
0,163.57,4.39794000699986,732,3.318,0,0
0,301.2,4.67979117157772,722,14.379,0,0
1,257.87,4.65321251431715,682,9.562,1,0
0,168.09,4.51851393968306,702,5.051,2,0
0,495.21,5.01283722591608,722,72.333,1,0
0,62.39,4.68124123742335,752,6.316,3,0
0,192.57,4.70535046151626,732,11.629,0,0
0,246.45,4.54411767531888,677,10.606,0,0
0,290.95,4.34234371117153,682,8.451,2,0
0,497.46,4.77815124986065,717,31.563,3,0
0,320.95,4.88536122040685,782,0,4,0
0,231.08,4.83250891090033,727,35.333,3,0
0,188.02,4.42324587307937,762,1.491,0,0
0,79.96,4.36172783388465,712,0.981,0,0
0,227.51,4.76339804047727,667,20.341,0,0
0,207.23,4.50516354924861,672,3.633,2,0
0,81.42,4.49120223676647,692,5.727,1,0
0,138.77,4.65513843662659,667,17.293,0,0
0,354.7,4.92941892768058,662,66.526,3,0
0,263.68,4.69897000242066,677,16.767,0,0
0,506.56,4.70787663091504,707,19.855,1,0
0,408.91,5.02940001446016,687,12.636,1,0
0,497.46,4.99999999784146,717,2.548,0,0
0,154.73,4.53781909376194,687,3.952,1,0
0,271.39,4.70757017535683,687,1.935,0,0
0,206.82,4.61278385859309,752,7.112,1,0
0,267.74,4.84509803956628,712,14.193,3,1
0,155.96,4.60539125014974,802,5.312,0,0
0,504.27,5.06445798918848,697,25.311,1,0
0,195.87,4.72427586850017,702,6.105,0,0
0,134.18,4.87506126229795,732,11.127,0,0
0,327.14,4.97772360503579,722,37.964,2,0
0,330.08,4.92409311799072,702,4.04,0,0
0,495.21,4.87698526068285,742,4.218,0,1
0,295.77,4.92939848978226,742,8.827,1,0
0,525.03,5.07918124528145,682,87.502,0,0
0,481.42,4.74036268766386,782,17.709,0,0
0,242.05,4.50520426001335,702,6.136,0,0
0,281.26,4.60205998998335,662,31.006,3,0
0,515.74,5.04139268308466,682,6.585,2,0
0,273.84,4.56820172336067,692,5.252,2,0
0,490.71,4.90308998540416,752,11.002,1,0
0,310.64,4.46425102432754,692,21.894,0,0
0,198.09,4.57978359717769,732,4.397,0,0
0,508.84,5.13033376961524,702,65.23,1,0
0,534.41,4.81294008361265,682,17.82,0,0
0,515.74,5.00387394804948,682,24.432,0,0
0,368.13,4.96848294762655,692,32.307,0,0
0,288.85,4.84509803956628,737,7.215,2,0
0,508.84,4.84507322397959,702,8.417,1,0
0,146.36,4.54406804414548,662,8.597,1,0
0,170.38,4.87506126229795,767,38.511,2,0
0,319.47,4.69897000242066,777,0.311,2,0
0,203.54,4.87506126229795,682,6.684,1,0
0,342.29,4.68124123742335,687,11.011,0,0
0,163.57,4.69897000242066,717,4.044,0,1
0,522.7,5.08990510954824,677,92.391,0,0
0,206.04,4.65321251431715,767,5.889,3,0
0,492.95,4.74818802712898,737,30.282,1,0
0,500.98,5.13033376961524,672,29.101,1,0
0,100.4,4.39794000699986,712,3.238,0,0
1,513.44,4.77815124986065,692,20.002,3,0
0,346.92,4.83250891090033,672,6.365,1,0
1,343.83,4.77815124986065,682,4.395,2,1
0,340.76,4.68124123742335,687,1.718,1,0
0,56.41,5.19403121577967,797,2.044,2,0
0,231.08,4.70884563744895,727,1.596,2,0
1,401.6,4.69897000242066,722,7.085,1,0
0,219.36,4.98548629317895,817,1.254,0,0
0,301.2,4.69897000242066,727,6.183,1,0
0,596.96,4.84509803956628,747,11.286,0,0
0,644.53,5.08990510954824,762,7.888,1,0
0,192.57,4.81291335713023,752,1.07,0,0
0,497.46,5.17609125771875,752,24.055,1,0
0,348.47,4.60201656053516,667,10.393,3,0
0,602.4,4.85856125970713,732,14.94,2,0
0,497.46,4.86628734116841,782,0.552,1,0
0,354.59,4.74042585579626,702,10.72,1,0
0,155.96,5.02118929944358,777,3.272,3,0
1,205.38,4.60205998998335,667,5.155,1,0
0,125.35,4.95424250973794,757,51.498,0,0
0,99.95,4.45209324996985,712,5.064,2,0
0,168.86,4.46191851118119,707,7.058,3,0
1,405.25,4.90848501729149,702,57.822,0,0
0,39.8,4.25527250515616,787,0.014,0,0
0,687.66,4.98227123284415,707,10.047,0,0
0,210.95,4.35953194109641,662,5.04,2,0
0,141.02,4.30111684607593,777,3.223,0,0
0,472.79,4.71600334469293,717,8.358,2,0
0,371.34,4.53147891547953,732,0.932,0,0
0,665.03,4.74924146485312,692,13.303,1,0
0,417.23,4.65321251431715,787,0.176,3,0
0,334.67,4.47712125443985,732,0.312,1,0
0,333.15,4.91724285649637,747,4.399,0,0
0,154.03,4.46976312463542,672,4.321,2,0
0,565.02,4.81291335713023,687,16.731,1,1
0,203.54,4.34234371117153,712,6.095,2,0
0,285.02,5.39619934907315,662,47.014,3,0
1,100.86,4.81285989982245,687,2.305,1,0
1,477.06,4.93951925364498,702,43.998,0,0
0,302.57,4.65321251431715,712,2.058,0,0
0,550.13,4.93451865234905,687,13.171,3,0
0,328.1,4.66814353689025,672,28.594,2,0
0,706.5,4.77815124986065,662,0,1,0
0,49.75,4.44709598405555,752,0.047,2,0
1,359.81,4.91907809377505,717,23.722,0,0
0,836.66,5.35698140213396,747,9.393,1,0
0,385.14,5.32221929486438,762,56.967,2,0
0,133.26,4.65321251431715,712,9.754,1,0
1,185.74,4.3961993460305,692,22.479,2,0
0,248.67,4.2787536008883,697,7.249,0,0
0,577.7,4.582563307695,772,8.259,2,0
1,508.84,4.97774188883348,702,31.565,0,0
1,171.01,4.17609125901905,662,2.368,1,0
0,481.36,5.09691001462171,682,30.16,2,0
0,169.62,4.91381385401389,682,28.637,0,0
1,236.4,4.53142782073374,697,0.566,3,0
0,403.42,4.87506126229795,732,11.194,3,0
0,267.73,4.67213481609551,712,3.489,1,0
0,278.77,4.87506126229795,667,2.646,2,0
0,477.06,4.69897000242066,707,14.499,3,0
0,525.03,4.47712125443985,682,3.004,2,0
0,111.77,4.79241970842922,777,5.514,0,0
0,340.76,4.74036268766386,707,7.284,0,0
0,511.14,4.89762709066108,752,2.149,7,0
0,705.98,4.83250891090033,727,22.289,1,0
0,481.42,5.07918124528145,802,7.265,0,0
0,431.14,4.74842062222465,737,12.755,0,0
0,286.24,4.95424250973794,682,26.295,0,0
0,223.63,4.69897000242066,742,5.749,0,0
0,678.49,5.05842602535694,702,22.908,3,0
0,77.03,4.36172783388465,727,0.948,1,1
0,690.74,4.87506126229795,702,2.229,0,0
0,319.47,4.62324929158548,757,1.711,2,0
0,228.61,4.72427586850017,707,7.398,1,0
0,277.53,4.61278385859309,682,6.933,1,0
0,840.45,4.84509803956628,757,2.906,0,0
0,192.57,4.49415459236918,732,11.049,0,0
0,351.58,5.04921802254978,662,15.206,2,0
0,160.33,4.70757017535683,662,1.925,0,0
0,112.81,4.54406804414548,737,9.376,0,0
0,303.94,4.53147891547953,717,12.439,0,0
0,125.35,4.75587485705499,767,60.506,2,0
0,90.38,4.26007138795689,727,7.226,0,0
0,168.09,4.55900839536407,707,4.516,0,0
1,525.03,4.92945979913427,672,24.143,1,0
0,320.95,4.47363292733114,777,2.77,0,0
0,497.46,4.84509803956628,747,16.476,0,0
0,420.02,5.09692391204513,667,15.187,0,0
1,382.34,4.52218331547538,682,6.72,3,0
0,108.66,4.81291335713023,782,4.991,0,0
0,115.54,4.50514997754605,717,12.811,1,0
1,340.76,4.77815124986065,697,10.852,1,1
1,135.7,4.77815124986065,682,1.267,0,0
0,381.52,4.69897000242066,722,8.775,0,0
0,515.74,4.7596678460857,682,4.649,0,0
0,515.74,5.02118929944358,697,12.352,1,1
0,481.42,5.27875360045659,772,12.228,1,0
0,69.7,4.80615282956173,667,16.181,1,0
0,511.14,4.65321251431715,697,14.244,0,0
0,200.8,4.38021124200255,702,0.153,1,0
0,183.19,4.45612300332326,687,3.647,0,0
0,219.07,4.65321251431715,692,8.959,0,0
0,525.03,4.74585519694766,677,28.473,1,0
0,150.6,4.80955971342625,717,8.596,0,0
0,527.36,4.79239168774925,672,11.307,3,0
0,160.48,4.53147891547953,747,1.063,4,0
1,520.37,4.90308998540416,677,31.724,2,0
0,151.29,4.60205998998335,722,0.337,2,0
0,279.36,4.07918124614745,687,0,0,0
0,174.24,4.65321251431715,692,11.369,0,0
0,192.57,4.69897000242066,732,1.825,2,0
0,219.36,5.11394335255103,762,20.488,1,0
0,313.37,4.92427928700628,802,5.39,0,0
0,206.3,4.33445375129327,677,11.297,1,0
0,205.38,4.54411767531888,677,1.243,0,0
1,320.95,4.89760510233146,752,4.474,4,0
1,407.08,4.76177753576222,697,11.401,0,0
0,385.14,4.92941892768058,752,13.073,0,0
0,487.42,4.81291335713023,682,13.641,0,1
0,192.57,5.47712125313955,727,132.103,0,1
0,51.12,4.49136169232845,727,0.714,3,1
0,342.29,4.74033110142619,682,18.707,1,0
0,506.27,4.53147891547953,667,8.969,0,0
0,134.54,4.3283796035701,702,4.428,0,0
0,481.42,5.04139268308466,777,25.476,1,0
0,70.61,4.62324929158548,722,14.544,0,0
0,504.27,4.84757265821006,722,27.576,1,0
1,251.88,4.41995574928632,697,16.28,0,0
0,182.34,4.41497334927213,687,16.757,0,0
0,336.18,4.69897000242066,707,12.013,3,0
0,163.57,4.69019608129111,672,8.757,0,0
0,188.02,4.39794000699986,762,8.44,3,0
0,188.02,4.64345267522656,757,3.628,0,0
1,215.57,4.32221929486179,722,9.317,1,0
0,151.97,4.07918124614745,742,3.954,5,0
0,319.47,4.68124123742335,752,8.903,0,0
0,187.15,4.95999484003848,777,5.921,0,0
0,438.13,4.95712819679473,702,32.785,3,0
0,172.35,4.47712125443985,802,0.527,0,0
0,132.66,4.47035168051729,757,0.065,0,0
0,82.91,4.34234371117153,707,9.847,1,0
0,497.46,5.19312459999102,752,6.077,1,0
0,499.56,4.62838892791684,677,7.854,0,0
0,169.62,4.74033110142619,707,5.337,0,0
0,182.41,4.60205998998335,722,0.919,0,0
0,212.22,4.41497334927213,677,1.365,1,0
0,518.06,4.93951925364498,682,28.766,1,0
0,320.95,4.84509803956628,762,0.11,0,0
0,515.74,4.96848294762655,692,25.892,1,1
0,99.95,4.40817210225301,767,0.072,1,0
0,176.65,4.91960102341777,662,25.505,2,0
0,165.82,4.60201656053516,737,8.773,0,0
0,107.52,4.8881794919312,717,14.578,0,0
0,204.89,4.46834732896736,707,15.509,1,0
0,397.97,4.60205998998335,732,22.026,1,0
0,108.3,5.16136800162579,672,29.748,0,0
1,532.05,4.77778918723698,667,13.672,1,0
0,395.2,4.76339804047727,692,22.195,1,0
0,508.84,5.14303979298394,707,0,3,0
0,249.87,4.76339804047727,777,3.444,3,0
0,118.2,4.68124123742335,687,13.632,1,0
0,260.19,4.53660894087401,692,15.708,2,0
0,381.65,4.86213137749561,692,18.384,1,0
0,381.64,4.79934055146277,677,27.78,1,0
1,331.64,4.83566521119174,727,24.185,2,0
0,459.08,4.70329138017572,667,6.57,1,0
0,408.91,4.80615282956173,687,11.972,0,0
0,345.37,4.86642912528791,687,4.073,2,0
0,520.37,4.91275330254614,692,18.126,0,0
0,502,5.1492191129332,732,2.732,0,0
0,268.95,5.19275417719857,707,23.021,3,0
1,441,4.71596993441844,707,8.898,0,0
0,217.11,4.68124123742335,687,9.216,1,0
0,231.08,4.65321251431715,722,9.5,1,0
0,471.65,4.5963881431362,677,18.688,1,1
0,215.57,4.60205998998335,717,6.901,1,0
0,165.82,4.74812597947635,747,3.2,4,0
0,481.42,4.76006042223967,797,3.658,0,0
0,282.03,5.11394335255103,782,7.181,0,0
1,99.5,4.39787051553981,707,1.952,0,0
1,313.37,4.74036268766386,802,2.893,0,0
0,138.77,4.38731862320196,662,4.624,0,0
0,231.08,4.60205998998335,747,12.776,0,0
0,284.47,4.60205998998335,717,7.174,3,1
1,258.68,4.68124123742335,742,3.501,1,0
1,294.88,4.55630250187984,667,8.297,0,0
0,175.79,4.68122314037229,672,3.218,3,0
0,67.55,4.42324587307937,717,0,2,0
0,339.23,4.81291335713023,697,15.351,1,0
0,666.3,4.85024176695166,802,0.114,0,0
0,294.88,4.30102999586544,667,6.574,1,0
1,312.23,4.73239376175714,682,35.379,0,0
0,186.58,4.53142782073374,682,13.403,1,0
0,522.7,5.07918124528145,687,23.997,1,0
0,303.5,5.02118929944358,762,10.828,2,0
0,399.78,4.79081978492967,732,2.941,1,0
0,31.95,4.82604887602681,727,22.93,2,0
1,481.36,4.72754125487954,687,6.309,0,0
0,176.54,4.69897000242066,702,8.063,2,1
0,70.61,3.98820210030073,717,5.209,0,1
0,187.15,4.78175537290707,787,1.157,0,0
0,187.15,5.03742649741457,777,13.43,2,0
0,383.13,4.86332286006377,737,0.019,0,0
0,588.32,4.69897000242066,717,19.621,0,0
0,171.92,4.47712125443985,672,9.493,1,0
0,712.54,5.0606978415065,677,13.273,0,0
0,369.8,4.50844891317415,717,14.339,0,0
0,225.01,4.47712125443985,667,0.395,2,0
0,481.42,5.06818586010457,797,5.491,0,0
0,231.08,4.88461413401024,722,9.222,1,0
0,111.82,4.72427586850017,727,2.88,0,0
0,431.31,4.81291335713023,667,21.233,3,0
0,342.29,4.77815124986065,697,16.843,1,0
0,504.27,4.65321251431715,717,12.644,3,0
0,333.15,4.69900474597921,717,6.063,0,0
1,565.02,4.77815124986065,667,20.702,2,0
0,189.96,4.47712125443985,677,2.64,0,0
0,150.85,4.9344984533127,732,23.096,1,0
0,252.14,4.74036268766386,732,4.59,1,0
0,532.05,4.88954820139154,692,36.123,3,0
0,340.76,4.50514997754605,692,16.354,0,0
0,399.78,4.65321251431715,747,7.224,0,0
0,192.57,4.75358305901631,722,13.066,1,0
0,375.47,4.31797980897712,687,1.889,2,0
0,167.34,4.88366143523412,712,40.752,0,0
0,675.41,5.0606978415065,717,22.424,0,0
0,275.07,4.55108386303928,677,8.928,2,0
0,60.54,4.57978359717769,777,1.595,0,0
0,191.69,4.76342799376768,737,7.711,3,0
0,155.96,5.0530784444847,787,4.333,0,0
0,170.38,4.92941892768058,737,0.89,1,0
0,282.03,4.71466499241688,792,2.475,1,0
0,672.36,4.84509803956628,747,4.304,4,0
0,50.43,4.95424250973794,692,27.248,1,0
0,80.32,4.34234371117153,707,3.228,3,0
0,232.15,4.7329724330966,712,14.968,1,0
0,169.62,4.81294008361265,687,0,1,0
0,308.7,4.79241970842922,702,22.493,1,0
0,182.23,4.69900474597921,672,2.401,0,0
0,199.89,4.32221929486179,712,8.68,0,1
0,236.4,4.95424250973794,697,8.091,0,0
0,192.57,4.89762709066108,767,1.431,4,0
0,192.57,4.89209460457023,727,11.646,3,0
0,181.85,4.30102999586544,697,3.688,1,0
0,336.18,4.44715803170818,712,9.02,1,0
0,247.13,4.90308998540416,737,13.734,1,0
0,195.94,4.71600334469293,687,6.18,0,0
0,569.9,4.87506126229795,712,15.646,1,0
0,336.18,4.60205998998335,727,17.944,0,0
0,136.31,4.60205998998335,682,4.764,2,0
0,269.84,4.55630250187984,667,16.083,0,0
0,249.78,4.87506126229795,677,17.321,0,0
0,223.63,5.17609125771875,762,79.333,0,0
0,684.58,4.77815124986065,702,9.52,0,0
0,245.35,4.59637714245697,682,9.625,2,0
1,385.14,4.63346845354896,752,22.486,0,0
0,256.76,5.09691001462171,742,9.348,2,0
0,159.74,4.50514997754605,752,0.833,2,0
0,159.74,4.7706994644512,777,0.152,1,0
1,85.87,4.85733249730064,672,5.517,2,0
0,462.16,4.80615282956173,762,11.16,1,0
0,176.57,5.15836249272144,667,0.157,1,1
0,871.16,4.95375969153358,702,30.523,1,0
0,280.02,4.74094661830951,667,43.11,1,0
1,238.96,4.39794000699986,672,9.394,3,0
1,675.41,4.88081359259849,712,21.118,0,0
0,167.34,4.82119899228789,722,24.345,0,0
0,417.25,4.50520426001335,697,10.543,0,0
0,61.62,4.65321251431715,677,17.826,2,0
0,405.25,4.89760510233146,702,0.754,1,0
1,545.21,4.90308998540416,702,13.742,0,0
0,31.2,4.92941892768058,767,7.603,0,0
0,379.91,4.71596993441844,677,11.419,1,0
0,100.4,4.47712125443985,697,1.568,1,0
0,106.61,4.30102999586544,722,3.246,1,1
0,669.33,4.72835378076868,747,25.121,1,0
0,55.89,4.46657107322226,772,6.469,1,0
0,690.74,4.85733249730064,687,13.693,0,0
0,137.54,4.23044892136162,697,3.09,0,0
0,427.53,4.95424250973794,667,15.534,3,0
0,333.15,4.82607480340738,742,0.22,1,0
0,340.76,4.8504746877682,692,6.344,0,0
0,191.69,4.81291335713023,762,0.717,1,0
1,693.83,4.91403623884629,697,12.147,0,0
0,290.07,4.58405970407596,672,9.961,0,0
0,481.36,4.84507322397959,692,40.125,1,0
0,262.21,4.91907809377505,672,12.513,0,0
0,401.6,4.72427586850017,737,18.154,0,0
0,268.95,4.91169015834033,787,0.011,3,0
0,399.78,4.78532983364037,762,12.416,3,0
0,200.8,4.53142782073374,702,8.375,1,0
0,102.23,4.95424250973794,682,6.345,0,1
0,466.41,5.14612803498708,747,3.926,0,0
0,515.74,4.66272006740025,712,16.727,2,0
1,408.91,4.56829561348472,702,4.8,1,0
0,374.84,4.84507322397959,687,10.619,0,0
0,141.26,4.59106460914942,667,10.49,1,0
0,399.78,4.6720978576351,727,9.554,1,0
0,271.39,4.65321251431715,687,12,0,0
0,219.36,4.83574129089908,752,2.932,0,0
0,590.26,5.02938377618948,707,35.598,0,0
0,168.43,4.53801882579417,797,5.133,0,0
0,174.24,4.54406804414548,672,8.105,1,0
1,278.74,4.71600334469293,757,43.232,0,0
0,855.73,5.41619933089363,712,11.697,0,0
1,41.08,4.00000000001034,677,0.802,1,0
1,197.82,4.74818802712898,712,18.513,2,0
0,385.14,4.77815124986065,752,3.428,0,0
0,168.5,4.81294008361265,727,25.147,1,0
0,117.15,5.04139268308466,717,35.544,2,0
0,101.32,4.62324929158548,687,8.817,1,0
0,537.89,4.99999999784146,717,26.711,2,0
1,766.73,4.92939848978226,697,18.067,0,0
0,408.91,4.74042585579626,702,7.085,1,0
0,222.03,4.47712125443985,737,16.775,0,0
0,527.36,4.69897000242066,667,11.819,0,0
0,159.74,4.65321251431715,737,4.717,0,0
1,168.09,4.77815124986065,697,5.878,0,0
0,638.46,4.79379038524356,672,18.182,0,0
0,171.92,4.38021124200255,692,2.109,1,0
1,116.61,4.71596993441844,707,12.324,2,0
0,96.29,4.91907809377505,717,5.033,1,0
1,31.95,4.55630250187984,742,8.99,0,0
0,405.25,4.76342799376768,702,14.057,0,0
0,102.69,4.87506126229795,672,10.025,1,0
0,266.52,4.30102999586544,772,7.405,0,0
1,530.63,4.87506126229795,752,4.498,0,0
0,693.83,4.81557774943376,692,0,1,0
0,110.73,4.30631778090194,767,4.12,1,0
0,504.27,4.84509803956628,762,0.186,2,0
0,288.85,4.81291335713023,737,32.82,0,0
0,515.74,4.85733249730064,697,35.761,2,0
0,134.48,4.25527250515616,712,0.013,1,0
0,357.81,4.81954393510386,747,19.926,0,0
0,99.5,4.47712125443985,712,14.577,0,0
0,277.53,4.43213515585215,677,7.974,0,0
0,340.76,4.81291335713023,687,13.875,0,0
0,261.35,4.54411767531888,677,1.685,1,0
0,302.57,4.88927928624834,702,1.575,2,0
0,208.62,4.50504139089674,742,0.883,1,0
0,533.04,4.92427928700628,737,24.177,1,0
0,174.03,4.70329138017572,702,5.229,0,0
1,170.38,4.69900474597921,687,4.305,3,0
0,69.86,4.93650871561053,777,103.088,1,0
0,254.42,4.81261927462181,687,9.463,1,0
1,638.46,4.69372694754432,667,6.241,3,0
0,198.59,4.20411998255955,682,5.56,1,0
0,50.43,4.78675142279682,687,13.14,0,0
0,206.3,4.78675142279682,672,9.184,3,0
0,410.75,4.95424250973794,682,9.101,3,0
0,420.02,4.90308998540416,672,8.664,1,0
0,46.86,4.82282164676062,697,13.999,2,0
0,302.57,4.77815124986065,682,14.309,1,0
0,506.56,4.60205998998335,712,2.897,1,0
0,95.85,4.82930377419444,727,20.863,0,0
0,700.04,4.69897000242066,677,24.738,2,0
0,342.29,4.86033800620498,677,45.383,0,0
0,535.46,4.66745295220575,727,15.354,2,0
0,191.69,4.68574173993747,742,4.014,0,0
0,227.29,4.85856125970713,687,53.683,0,0
0,100.86,4.99998262606218,692,71.161,1,0
1,312.08,4.92941892768058,712,67.614,0,0
1,672.36,4.65321251431715,767,14.729,5,0
1,47.01,4.39515159322113,767,2.13,4,0
1,202.63,4.55630250187984,692,6.581,1,0
0,270.17,4.50514997754605,697,6.389,2,0
0,114.82,4.50209922818553,717,3.967,0,0
0,370.8,4.66275783364839,662,10.039,1,0
0,237.46,4.96378782906919,692,40.479,3,0
0,245.35,4.50438929773216,682,7.458,0,0
0,100.28,4.87506126229795,737,4,0,1
0,342.29,4.65321251431715,682,11.816,0,0
0,69.39,4.69897000242066,667,6.712,2,0
0,385.14,5.30963016619843,747,25.814,0,0
0,270.17,4.69897000242066,737,7.936,0,0
0,188.02,4.77815124986065,767,7.161,0,0
0,89.8,4.49130565096851,662,4.62,1,0
0,318.54,4.68124123742335,742,39.689,1,0
1,207.23,4.55630250187984,677,20.616,2,0
0,339.23,4.74033110142619,692,2.432,1,0
0,200.56,4.69897000242066,792,0.339,0,0
0,172.69,4.69897000242066,692,6.165,1,0
0,472.79,4.96848294762655,717,40.761,0,0
0,584.92,4.54411767531888,782,4.407,0,0
0,127.79,4.72263392266655,742,0.63,1,0
0,159.92,4.80617997296685,712,9.878,3,0
0,302.57,4.66554346794244,707,8.134,0,0
0,241.76,4.55001053897081,672,6.547,0,0
0,331.64,4.92941892768058,732,35.166,0,0
0,678.46,5.20411998082495,762,5.253,6,0
0,223.63,4.85733249730064,742,41.059,0,0
0,222,4.87934823524416,712,71.116,3,0
0,232.15,5.03342375717794,792,2.759,5,0
1,70.29,4.2305510960872,732,5.101,1,0
0,201.71,4.63342805547625,692,3.517,0,0
0,268.36,5.27874445855775,777,2.009,0,0
0,550.13,4.84509803956628,687,16.124,1,0
0,449.32,5.12057393052466,787,0.152,1,0
0,203.69,4.69897000242066,822,35.624,0,0
0,340.76,4.69900474597921,712,0.757,1,0
0,690.74,5.05690485247579,702,52.285,1,0
0,468.54,4.51851393968306,702,19.812,0,0
0,168.86,5.17609125771875,692,75.454,1,0
0,207.23,5.00356392259063,672,3.402,2,0
0,618.89,4.84509803956628,722,18.505,1,0
0,638.75,4.81291335713023,722,15.923,0,0
0,124.77,4.50514997754605,772,7.549,2,0
0,401.6,4.59106460914942,717,8.123,1,0
0,644.12,5.00560944525745,662,3.781,3,0
0,156.12,4.51851393968306,662,6.063,1,0
0,270.17,4.74036268766386,717,34.26,0,0
0,408.91,4.69026697986528,687,17.386,2,0
1,678.46,5.26481782448999,732,50.381,1,0
0,199.89,4.54406804414548,717,6.881,0,0
0,515.74,4.95424250973794,687,5.226,2,0
0,77.62,5.05305922695387,772,2.498,0,0
0,565.02,4.82607480340738,667,12.736,2,0
0,155.3,4.93348728981343,822,1.874,0,0
0,308.06,4.71600334469293,687,28.336,0,0
0,268.95,4.62324929158548,717,8.687,0,0
0,407.08,4.69900474597921,692,11.442,0,0
0,681.51,4.85733249730064,707,27.316,0,0
0,305.31,4.54530711670297,757,0.615,7,0
0,111.82,4.93951925364498,727,18.695,3,0
0,385.02,4.69900474597921,667,11.929,0,0
1,320.95,4.47712125443985,762,4.532,0,0
1,188.02,4.96380670785032,752,21.365,0,0
0,414.45,4.73239376175714,697,7.956,0,0
0,301.2,4.60205998998335,732,0.114,0,0
0,171.55,4.84509803956628,782,7.537,0,0
0,174.24,4.57333583980917,662,7.566,1,0
1,320.95,4.77815124986065,747,23.186,1,0
0,203.54,4.60205998998335,677,7.11,0,1
0,429.41,4.85004552664707,667,3.505,2,0
0,51.81,4.59659709524028,677,7.616,0,0
0,31.34,4.83250891090033,742,4.434,0,0
0,272.61,4.77815124986065,682,12.927,0,0
0,112.29,4.48429983821957,752,1.859,0,0
0,184.07,4.44709598405555,702,3.972,1,0
0,847.53,4.90306827068006,682,30.564,2,0
0,508.84,4.72835378076868,702,7.701,1,0
0,488.49,4.79239168774925,702,17.499,0,0
0,64.72,4.17609125901905,702,0.653,1,0
0,172.35,4.75587485705499,747,40.383,3,0
0,201.71,4.62324929158548,692,5.826,0,0
0,520.37,4.62324929158548,687,21.98,2,0
0,297.7,4.90957742425949,692,0.517,0,0
0,342.29,4.82607480340738,682,9.583,1,0
1,261.71,4.60201656053516,692,25.336,1,0
0,331.56,4.74039427390153,682,19.226,2,0
0,189.96,4.42787543488468,672,12.041,3,0
0,529.05,4.65801139451211,682,10.244,2,0
0,295.13,4.84655977056169,707,19.45,3,0
0,398.6,4.99122607671191,697,30.993,0,0
0,62.1,4.81291335713023,782,3.63,0,0
